name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	auto prefix	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Jah Rune Stack	0	100	65	0	65			28	1	0	1	117740		s31	r31	s31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	runeStackDescription	runeStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune Stack	0	100	67	0	67			29	1	0	1	126000		s32	r32	s32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	runeStackDescription	runeStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune Stack	0	100	69	0	69			30	1	0	1	134540		s33	r33	s33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	runeStackDescription	runeStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Arrows	0	100	0	0	0			999	1	0	1	256		z01	aqv	aqv	16	1	3	0	0	0	flpqvr	invqvr		0	xxx			0	mboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	100	500	200			0	-1																		0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Bolts	0	100	0	0	0			999	1	0	1	256		z02	cqv	cqv	16	1	3	0	0	0	flpqvr	invcqv		0	xxx			0	mxbq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	60	400	150			0	-1																		0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Treehead Woodfist's Soul	0	100	0	0	0			1	0	0	1	2000		tws	spe	tws	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tw3Description					0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Snapchip's Soul	0	100	0	0	0			1	0	0	1	2000		scs	spe	scs	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	sc1Description					0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Keychain	0	100	0	0	0			1	1	0	1	100000		kch	kch	kch	16	1	1	0	0	0	flpmph	invmph		0	xxx			0	stor		item_rare	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	KeychainDescription	KeychainDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Gem Bag	0	100	0	0	0			1	1	0	1	10000		bag	bag	bag	16	1	1	0	0	0	flpmph	invsto2		0	xxx			0	stor		item_rare	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	GemBagDescription	GemBagDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Take Item	0	100	0	0	0			0	0	0	1	1		stt	ear	stt	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amethyst Grabber	0	100	0	0	0			1	1	0	1	1		agr	ear	agr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Topaz Grabber	0	100	0	0	0			1	1	0	1	1		tgr	ear	tgr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Sapphire Grabber	0	100	0	0	0			1	1	0	1	1		sgr	ear	sgr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Emerald Grabber	0	100	0	0	0			1	1	0	1	1		egr	ear	egr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Ruby Grabber	0	100	0	0	0			1	1	0	1	1		rgr	ear	rgr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Diamond Grabber	0	100	0	0	0			1	1	0	1	1		mgr	ear	mgr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Skull Grabber	0	100	0	0	0			1	1	0	1	1		kgr	ear	kgr	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	gemGrabberDescription	gemGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Terror Key Grabber	0	100	0	0	0			1	1	0	1	1		tkg	ear	tkg	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	keyGrabberDescription	keyGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Hate Key Grabber	0	100	0	0	0			1	1	0	1	1		hkg	ear	hkg	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	keyGrabberDescription	keyGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Destruction Key Grabber	0	100	0	0	0			1	1	0	1	1		dkg	ear	dkg	16	1	1	0	0	0	flpgsv	invgsva		0	xxx			0	grab		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	keyGrabberDescription	keyGrabberDescription				0	0	0	non	0					255					255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	1	1			255	0	0	0	xxx	xxx			1			
Orb of Corruption	1	100	0	0	0			1	0	0	1	1		ka3	spe	ka3	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	ka3Description	ka3Description				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Corruption Stack	0	100	0	0	0			1	1	0	1	1		1ka	spe	1ka	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Socketing	1	100	0	0	0			1	0	0	1	1		oos	spe	oos	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	oosDescription	oosDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Socketing Stack	0	100	0	0	0			1	1	0	1	1		1os	spe	1os	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Conversion	1	100	0	0	0			1	0	0	1	1		ooc	spe	ooc	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	oocDescription	oocDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Conversion Stack	0	100	0	0	0			1	1	0	1	1		1oc	spe	1oc	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Assemblage	1	100	0	0	0			1	0	0	1	1		ooa	spe	ooa	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	ooaDescription	ooaDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Assemblage Stack	0	100	0	0	0			1	1	0	1	1		1oa	spe	1oa	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Infusion	1	100	0	0	0			1	0	0	1	1		ooi	spe	ooi	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	ooiDescription	ooiDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Infusion Stack	0	100	0	0	0			1	1	0	1	1		1oi	spe	1oi	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Shadows	1	100	0	0	0			1	0	0	1	1		ooe	spe	ooe	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	elix		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	ooeDescription	ooeDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Shadows Stack	0	100	0	0	0			1	1	0	1	1		1oe	spe	1oe	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	orbx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	orbStackDescription	orbStackDescription				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
