index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Scalp Hunter	1168	100	1			3	1	1	15	ne3	Unraveller Head		5	5000	lyel	lyel						ac%		50	70	block		20	30	block2		25	25	skilltab	6	1	3	red-dmg		8	10	demon-heal		15	15	cast2		20	20	oskill_hide	393	1	1																		0
Steel Weevil	1169	100	1			1	1	4	24	ne4	gargoyle head		5	5000	whit							ac%		80	110	skilltab	8	1	3	skill-rand	2	66	89	skill-rand	3	66	89	red-dmg%		10	15	block3		30	30	res-all		20	30	oskill_hide	393	1	1																		0
Sinister Smile	1170	100	1			3	1	1	20	ne4	Gargoyle Head		5	5000				invnec1				ac%		55	75	balance2		25	25	block2		25	25	nec		1	1	res-ltng		25	40	res-fire		35	50	hp		50	50	oskill_hide	393	1	1																		0
Undead Beholder	1171	100	1			1	1	10	30	ne5	demon head		5	5000	dyel	dyel						ac		45	60	allskills		1	1	block		25	25	balance2		15	15	move2		20	20	rep-dur	20			heal-kill		8	10	mana-kill		5	7	oskill_hide	393	1	1														0
Chiaroscuro Visage	1172	100	1			3	1	6	26	ne5	Demon Head		5	5000	lred	lred						ac%		60	80	block		25	35	swing2		20	20	skilltab	7	1	3	dmg-norm		10	20	crush		35	35	dmg-pois	175	100	100	cast2		25	25	oskill_hide	393	1	1														0
King Tut	1173	100	1			1	1	15	35	ne6	mummified trophy		5	5000								ac%		110	140	nec		1	2	gold%		100	100	mag%/lvl	8			block		20	40	block2		25	25	skill-rand	2	66	95	skill-rand	3	66	95	oskill_hide	393	1	1														0
Janus' Face	1174	100	1			3	1	9	29	ne6	Mummified Trophy		5	5000				invnec2				ac%		90	110	balance3		25	25	block2		20	20	skilltab	8	1	3	mana-kill		3	5	pierce-pois		25	25	dmg-to-mana		10	15	cast2		20	20	oskill_hide	393	1	1														0
Mystery of Life	1175	100	1			1	1	21	39	ne7	fetish trophy		5	5000								ac		75	125	skill	Skeleton Mastery	4	6	skill	Raise Skeleton	3	5	skill	Raise Skeletal Mage	2	4	skill	Revive	1	3	hp%		20	20	hp/lvl	8			heal-kill		10	10	addxp		3	5	oskill_hide	393	1	1										0
Carrion Comfort	1176	100	1			3	1	13	33	ne7	Fetish Trophy		5	5000	lpur	lpur						ac%		100	140	block		15	40	balance2		25	25	skill-rand	3	66	95	skill-rand	2	76	95	skill-rand	1	88	95	abs-mag		8	12	cast2		25	25	oskill_hide	393	1	1														0
Fallen Hero's Disgrace	1177	100	1			1	1	26	43	ne8	sextan trophy		5	5000	dgry	dgry						ac/lvl	16	140		nec		2	2	dex		30	30	str		30	30	block		25	50	red-dmg		10	15	red-mag		10	15	death-skill	Blizzard	100	37	oskill_hide	393	1	1														0
Rictus of the Joker	1178	100	1			3	1	16	36	ne8	Sexton Trophy		5	5000				invnec6				ac%		100	150	block		25	50	block2		30	30	skilltab	6	1	3	nec		2	2	sock		2	2	oskill_hide	393	1	1																						0
Vow of Revenge	1179	100	1			1	1	35	47	ne9	cantor trophy		5	5000								ac%		120	170	skilltab	7			nec		2	2	block		25	50	death-skill	chain lightning	100	51	dex		20	20	res-fire		50	50	res-ltng		50	50	res-pois-len		50	95														0
Dreamweaver	1180	100	1			3	1	21	40	ne9	Cantor Trophy		5	5000	blac	blac						ac%		120	170	balance3		25	25	move2		25	25	nec		2	2	mag%		50	50	str		20	20	dex		20	20	rep-dur	10			dur		100	100	oskill_hide	393	1	1										0
Putrid Defiler	1181	100	1			1	1	42	52	nea	heirophant trophy		5	5000				invnec3				ac		135	170	skilltab	8			nec		2	2	block		35	35	levelup-skill	nova	100	60	vit		20	20	res-pois		50	50	res-cold		50	50	nofreeze		1	1	oskill_hide	393	1	1										0
Venomlord's Visage	1182	100	1			1	1	45	55	neb	minion skull		5	5000	dgrn	dgrn						ac%		150	200	oskill	inferno	15	20	res-fire		75	100	allskills		1	1	demon-heal		35	50	skill-rand	3	66	95	skill-rand	3	66	95	addxp		3	5	oskill_hide	393	1	1														0
Reaper's Trophy	1183	100	1			3	1	39	49	neb	Minion Skull		5	5000								ac%		130	180	block		20	40	block2		30	30	allskills		2	2	hp/lvl	9			mana/lvl	9			res-cold		45	45	rip		1	1	oskill_hide	393	1	1														0
Devil's Advocate	1184	100	1			1	1	54	63	neg	hellspawn skull		5	5000				invnec10				ac		150	200	block		25	35	balance3		40	40	mana-kill		10	10	regen-mana		50	50	oskill	warmth	1	1	skill	Revive	4	7	sock		2	2	oskill_hide	393	1	1														0
Dreadmother	1185	100	1			3	1	47	57	neg	Hellspawn Skull		5	5000	oran	oran						ac%		160	200	balance2		25	25	move2		25	25	skilltab	7	1	3	oskill	poison javelin	5	8	oskill	plague javelin	5	8	pierce-pois		20	20	extra-pois		20	20	skill	Poison Nova	5	5	oskill_hide	393	1	1										0
Nihlathak's Spirit	1186	100	1			1	1	62	71	ned	overseer skull		5	5000				invnec4				ac/lvl	12			skill	Corpse Explosion	8	15	skill	Revive	1	3	move2		20	20	oskill	teleport	3	3	mana/lvl	12			red-dmg		15	15	res-all		25	35	oskill_hide	393	1	1														0
Basilisk's Kiss	1187	100	1			3	1	58	66	ned	Overseer Skull		5	5000								ac%		200	300	block		50	60	block3		45	45	red-dmg%		20	30	sock		2	2	dmg-to-mana		10	15	cast2		30	30	oskill_hide	393	1	1																		0
Prayer for the Dying	1188	100	1			1	1	22	22	nee	succubae skull		5	5000				invnec9				ac%		150	200	rip		1	1	addxp		10	10	nec		3	3	block		50	50	sock		2	2	oskill_hide	393	1	1																						0
Ravings of the Mad	1189	100	1			1	1	82	86	nef	bloodlord skull		5	5000				invnec5				ac		200	300	mag%		65	65	gold%		150	150	all-stats		25	25	cast3		40	40	pierce		100	100	oskill	Melee Mastery	8	12	swing2		20	20	dmg-norm		10	30	nec		1	2	oskill_hide	393	1	1						0
Validator	1190	100	1			1	1	1	8	pa1	targe		5	5000				invshld25				ac		20	25	block		15	25	block1		15	15	res-all		15	20	dmg-max		4	12	swing1		10	15	oskill_hide	393	1	1																						0
Seafarer's Security	1191	100	1			3	1	1	5	pa1	Targe		5	5000	lblu							ac		10	15	dmg%		15	25	block		20	25	sock		2	2	oskill_hide	393	1	1																														0
Swiftfoot Slash	1192	100	1			1	1	1	17	pa2	rondache		5	5000								ac%		75	100	block		20	30	block1		15	15	dmg%		20	30	swing2		20	20	move2		20	20	balance2		25	25	oskill_hide	393	1	1																		0
Grip of the Gorgon	1193	100	1			3	1	1	10	pa2	Rondache		5	5000	cgrn	cgrn						ac%		50	80	block		15	30	str		25	25	skilltab	10	1	3	slow		15	25	howl		75	75	oskill_hide	393	1	1																						0
Felix's Brace	1194	100	1			1	1	2	22	pa3	heraldic shield		5	5000	oran	oran						ac%		75	100	block		25	35	block2		20	20	dex		15	15	res-all		15	25	red-dmg		10	15	balance3		40	40	oskill_hide	393	1	1																		0
Secret of Steel	1195	100	1			3	1	1	15	pa3	Heraldic Shield		5	5000								ac%		75	100	ac		20	40	red-dmg%		10	20	ease		-15	-15	block		15	15	block2		25	25	balance2		25	25	oskill_hide	393	1	1																		0
Bastion of Hope	1196	100	1			3	1	1	20	pa4	aerin shield		5	5000	cgrn	cgrn						ac%		90	130	block		25	35	block2		20	20	str		20	20	vit		15	15	addxp		3	5	pal		1	1	res-all		15	25	oskill_hide	393	1	1														0
Hellchatter	1197	100	1			1	1	7	27	pa4	Aerin Shield		5	5000	dred	dred						ac		40	50	pal		1	1	res-all		60	70	dmg-fire		16	24	hit-skill	Iron Maiden	10	7	rep-dur	7			dur		45	45	oskill_hide	393	1	1																		0
King's Guard	1198	100	1			3	1	5	25	pa5	crown shield		5	5000	cred	cred						ac		75	120	block		30	40	block2		20	20	dmg%		20	30	red-dmg%		15	15	res-mag		15	15	lifesteal		5	5	cheap		10	15	oskill_hide	393	1	1														0
Devourer of Worlds	1199	100	1			1	1	12	32	pa5	Crown Shield		5	5000	blac	blac						ac%		75	100	dmg%		25	50	sock		2	4	pal		1	2	oskill_hide	393	1	1																														0
Death to the Soul	1200	100	1			1	1	20	37	pa6	akaran targe		5	5000	blac	blac						ac%		120	150	block		30	45	balance2		25	25	allskills		1	1	res-all		40	60	rip		1	1	sock		1	1	charged	Quickness	5	12	oskill_hide	393	1	1														0
Twilight Presence	1201	100	1			3	1	10	30	pa6	Akaran Targe		5	5000	lgry	lgry						ac%		100	140	stupidity		3	3	att%		25	25	dmg-demon		100	100	move2		30	30	block		25	25	balance2		25	25	oskill_hide	393	1	1																		0
Knight's Holy Sigil	1202	100	1			1	1	25	41	pa7	akaran rondache		5	5000	whit	whit						ac/lvl	16			block		35	45	block2		30	30	dmg-demon		200	200	dmg-undead		200	200	dmg%		30	40	att%		25	25	pal		1	2	skill	Holy Shield	2	3	oskill_hide	393	1	1										0
Voice of the Prophet	1203	100	1			3	1	14	34	pa7	Akaran Rondache		5	5000								charged	Shout	10	30	charged	Battle Orders	10	30	charged	Battle Command	10	30	res-all		40	40	allskills		2	2	hp%		15	15	rip		1	1	oskill_hide	393	1	1																		0
Defender of Innocence	1204	100	1			1	1	29	45	pa8	protector shield		5	5000								ac%		120	160	ac		35	50	block		25	30	balance2		35	35	aura	104	5	8	gethit-skill	Frozen Armor	17	1	res-mag		15	15	oskill_hide	393	1	1																		0
Black Rain	1205	100	1			3	1	21	39	pa8	Protector Shield		5	5000	blac	blac						ac%		100	150	res-fire		50	50	res-cold		35	35	dmg-ltng		10	100	stupidity		2	2	kill-skill	Static Field	100	3	aura	118	5	8	oskill_hide	393	1	1																		0
Crusader's Will	1206	100	1			1	1	40	50	pa9	guilded shield		5	5000	oran	oran						ac%		125	175	block		35	35	balance2		20	20	cast3		40	40	mana		70	125	mana-kill		6	10	all-stats		10	10	pal		2	2	oskill_hide	393	1	1														0
Wisdom of Thoth	1207	100	1			3	1	36	46	paa	royal shield		5	5000	dpur	dpur						ac		100	150	allskills		2	2	skilltab	10	1	3	enr		25	25	addxp		3	5	res-all		30	60	sock		2	2	oskill_hide	393	1	1																		0
Grand Inquisitor	1208	100	1			1	1	44	54	paa	Royal Shield		5	5000								ac%		125	200	block		35	35	block3		50	50	balance3		50	50	addxp		10	15	dmg%		50	50	pal		3	3	res-all-max		5	5	oskill_hide	393	1	1														0
Ancients' Epiphany	1209	100	1			3	1	45	55	pab	sacred targe		5	5000	dgld	dgld						ac		125	225	block		50	60	block3		30	30	dmg%		60	60	dmg/lvl	2			charged	Shout	25	7	charged	Battle Orders	25	7	charged	Battle Command	25	7	oskill_hide	393	1	1														0
Cleric's Rebuke	1210	100	1			1	1	64	72	pab	Sacred Targe		5	5000				invshld32				ac		150	200	aura	thorns	15	20	gethit-skill	Life Tap	15	5	res-all		75	75	pal		2	2	gold%		200	200	mag%/lvl	8			regen		10	15	oskill_hide	393	1	1														0
Dawn Blesser	1211	100	1			1	1	60	68	pac	sacred rondache		5	5000	lyel	lyel						ac%		150	200	dmg%		35	50	res-all		35	50	red-dmg%		15	25	abs-fire%		10	15	abs-ltng%		15	15	abs-cold%		15	20	res-pois-len		50	50	pal		2	2	oskill_hide	393	1	1										0
Faith's Promise	1212	100	1			3	1	62	70	pad	ancient shield		5	5000	dyel	dyel						ac		150	200	block		35	35	balance2		30	30	aura	108	5	7	skill-rand	8	96	125	rep-dur	12			demon-heal		10	15	oskill_hide	393	1	1																		0
Dawnfall	1213	100	1			1	1	70	77	pad	Ancient Shield		5	5000								gethit-skill	Hydra	3	30	ac%		140	200	red-dmg%		35	35	res-all		50	75	skill-rand	3	96	125	move2		25	25	swing3		30	30	oskill_hide	393	1	1																		0
God's Word	1214	100	1			1	1	75	81	pae	zakarum shield		5	5000	cblu	cblu						ac/lvl	24			res-all		20	40	dmg-norm		15	40	sock		4	4	pal		1	3	oskill_hide	393	1	1																										0
Valorsong	1215	100	1			2	1	1	12	paf	vortex shield		5	5000	oran	oran						allskills		2	2	ac/lvl	19			res-all		60	100	gethit-skill	Battle Orders	5	4	gethit-skill	Shout	5	4	openwounds		88	88	dmg-to-mana		15	20	oskill	warmth	1	1	oskill_hide	393	1	1														0
Fortress of Morpheus	1216	100	1			1	1	84	88	paf	Vortex Shield		5	5000								pal		4	4	ac%		175	175	red-dmg%		10	15	res-all		30	50	sock		4	4	oskill_hide	393	1	1																										0
Madman's Bluster	1217	100	1			1	1	1	12	ba1	jawbone cap		5	5000								ac%		75	100	res-all		10	20	skill	Howl	1	3	dmg-max		4	6	dmg-min		1	2	swing1		10	10	balance2		20	20	enr		-5	-5																		0
Chaos Kin	1218	100	1			3	1	1	6	ba1	Jawbone Cap		5	5000		oran						ac		10	15	bar		1	1	red-dmg		3	5	dmg-max		8	12	res-ltng		15	25	howl		66	66																										0
Pitykiller	1219	100	1			3	1	1	11	ba2	fanged helm		5	5000								ac		20	40	dmg%		15	15	levelup-skill	frozen armor	100	25	res-fire		20	30	res-cold		25	25	nofreeze		1	1																										0
Darkhunger	1220	100	1			1	1	1	18	ba2	Fanged Helm		5	5000		cred						ac		10	20	stupidity		2	2	res-all		10	15	lifesteal		5	8	heal-kill		3	5	skilltab	12	1	3																										0
Kygragond	1221	100	1			1	1	3	23	ba3	horned helm		5	5000				invhelm34				ac%		90	120	skilltab	12	1	3	block		15	15	block1		15	15	move1		10	10	manasteal		3	3	mana-kill		2	4																						0
Dragon Mask	1222	100	1			3	1	1	17	ba3	Horned Helm		5	5000		dgrn						ac%		50	75	dur		25	25	rep-dur	20			att		125	125	dmg-fire		10	20	block		15	15	red-dmg%		5	10																						0
Invader's Glee	1223	100	1			1	1	7	27	ba4	assault helm		5	5000								ac%		100	125	lifesteal		3	5	gold%		75	75	mag%		25	25	rep-dur	15			dur		25	25	openwounds		44	44	skilltab	13	1	3																		0
Blood Dancer	1224	100	1			3	1	2	22	ba4	Assault Helmet		5	5000		dred						ac		25	50	bloody		1	1	noheal		1	1	move3		25	25	dex		15	15	hp		25	25	res-cold		25	25	res-fire		20	35																		0
Warsummoner	1225	100	1			1	1	11	31	ba5	avenger guard		5	5000								ac%		100	125	skilltab	14	1	3	oskill	revive	2	2	addxp		3	5	res-pois		35	35	abs-fire		8	10	abs-ltng		8	10	str		15	20																		0
Chimera's Chaos	1226	100	1			3	1	6	26	ba5	Avenger Guard		5	5000		lyel						ac%		100	140	dmg%		25	25	red-dmg%		10	10	res-all		15	15	oskill	inferno	6	10	str		20	20																										0
Helms Deep	1227	100	1			1	1	15	35	ba6	jawbone visor		5	5000	dgrn	dgrn						ac		100	120	dmg%		30	50	red-dmg%		15	15	res-mag		15	15	indestruct		1	1	all-stats		10	15	hp		50	75																						0
Deadgaze	1228	100	1			3	1	10	30	ba6	Jawbone Visor		5	5000	dgry	blac						ac%		100	150	rip		1	1	howl		99	99	manasteal		8	8	mana		35	50	res-ltng		25	25	block		15	15																						0
Malefactor's Reward	1229	100	1			1	1	22	40	ba7	lion helm		5	5000	lyel							ac%		110	135	bar		2	2	oskill	bone armor	3	3	oskill	life tap	1	1	regen		3	5	res-pois-len		50	50	half-freeze		1	1	balance2		20	20																		0
Gambler's Glory	1230	100	1			3	1	13	33	ba7	Lion Helm		5	5000	dgld	lpur						ac		50	100	gold%		100	100	mag%/lvl	8			bar		1	1	skilltab	12	1	3	balance2		20	20	swing1		15	15																						0
Primal Lust	1231	100	1			1	1	26	43	ba8	rage mask		5	5000				invhelm31				ac%		150	170	dmg-max		15	20	dmg-min		3	5	balance3		30	30	swing1		15	15	block2		20	20	vit		15	15	str		10	10																		0
Slayer's Glee	1232	100	1			3	1	16	36	ba8	Rage Mask		5	5000	whit							ac%		125	150	skill	Frenzy	5	5	skill	Berserk	2	2	bar		1	1	kill-skill	decrepify	50	1	gethit-skill	Terror	25	2	regen		10	10																						0
Hanabal's Crown	1233	100	1			1	1	30	46	ba9	Savage Helmet		5	5000	cgrn	cgrn						ac%		150	200	dur		75	75	allskills		2	2	skilltab	13	1	1	cheap		15	15	hp%		10	10	skill-rand	3	126	155	skill-rand	2	126	155																		0
Hellraiser's Casque	1234	100	1			3	1	19	39	ba9	Savage Helmet		5	5000	lred							ac%/lvl	16			rep-dur	9			bar		2	2	heal-kill		10	10	addxp		5	5	sock		2	3																										0
Vanguard	1235	100	1			1	1	41	51	baa	slayer guard		5	5000		blac						ac		150	190	bar		1	1	skill-rand	5	126	155	skill-rand	4	126	155	skill-rand	3	126	155	red-dmg		20	30	res-mag		20	30	abs-fire		10	20	block		25	25														0
Conqueror's Feast	1236	100	1			3	1	40	50	bab	carnage helm		5	5000	lred	lred						ac/lvl	14			ac		75	100	heal-kill		10	15	regen		10	15	mana		50	50	move2		20	20	sock		2	2	res-all		25	25																		0
Foul Embrace	1237	100	1			1	1	47	57	bab	Carnage Helm		5	5000	dgrn	dgrn						ac%		150	200	allskills		3	3	dmg-pois	200	1024	1024	res-all		55	75	regen		-12	-12	dmg-to-mana		10	10	manasteal		6	8	regen-mana		100	100																		0
Death Knight's Mask	1238	100	1			1	1	58	66	bac	fury visor		5	5000				invhelm35				ac		200	240	skilltab	12	2	4	skilltab	13	2	4	skilltab	14	2	4	lifesteal		10	10	manasteal		8	8	howl		50	50	freeze		3	3																		0
Wasteland Visage	1239	100	1			1	1	68	74	bad	destroyer helm		5	5000								ac%		150	200	regen		-2	-2	bar		2	2	dmg-norm		10	15	hp		60	60	res-cold		50	50	res-fire		40	50	res-ltng		31	40	crush/lvl	4																0
Insight of the Ancients	1240	100	1			1	1	77	82	bae	conqueror helm		5	5000	dgld	dgld						ac%		100	140	ethereal		1	1	rep-dur	50			enr		40	40	addxp		10	10	bar		2	2																										0
Archon's Ache	1241	100	1			3	1	76	81	baf	guardian crown		5	5000	cblu	cblu						ac%		180	210	dmg%		35	35	swing2		20	20	crush		33	33	deadly		50	50	wounds/lvl	12			dmg/lvl	4			charged	Decrepify	33	15																		0
Conscience of the King	1242	100	1			1	1	83	87	baf	Guardian Crown		5	5000								ac		200	300	res-all		25	25	red-dmg%		15	15	allskills		1	3	mag%		50	50	addxp		5	10	block		20	30	all-stats		20	30	slow		20	30														0
Morning After	1243	100	1			1	1	1	12	dr1	wolf head		5	5000								ac%		100	120	regen		8	12	skilltab	15	1	2	dmg%		20	20	mana-kill		5	5	sock		1	1																										0
Blood Brother	1244	100	1			3	1	1	4	dr1	Wolf Head		5	5000	lred	lred						ac%		50	75	lifesteal		5	8	hp		25	25	mana		20	20	skill	Wearwolf	1	3	skill	Shape Shifting	1	3																										0
Swift Decent	1245	100	1			1	1	1	16	dr2	hawk helm		5	5000								ac%		105	125	dmg-max		6	10	swing2		20	20	lifesteal		5	5	skilltab	16	1	2	att		75	75																										0
Copperbite	1246	100	1			3	1	1	8	dr2	Hawk Helm		5	5000	lgld	lgld						ac%		55	75	ac		10	15	rep-dur	7			res-pois		55	55	dmg-pois	100	100	100	dru		1	1																										0
Yamanda's Token	1247	100	1			1	1	2	21	dr3	antlers		5	5000								ac%		110	130	dru		1	1	block		15	25	extra-fire		10	10	skill	Oak Sage	1	3	rep-dur	15			dmg-to-mana		5	10																						0
Silverskin	1248	100	1			3	1	1	14	dr3	Antlers		5	5000	whit	whit						ac		35	45	red-dmg		8	10	move2		25	25	skilltab	16	1	3	deadly		15	25	dmg-cold		10	15	freeze		2	2																						0
Voltar's Feather	1249	100	1			1	1	4	24	dr4	falcon mask		5	5000	dgry	dgry						ac%		115	135	res-mag		15	15	dmg-ltng		1	75	res-ltng		25	25	enr		25	25	move2		15	15																										0
Eye of Heaven	1250	100	1			3	1	1	19	dr4	Falcon Mask		5	5000								ac%		65	100	half-freeze		1	1	enr		15	15	vit		15	15					cast2		25	25																										0
Lion's Pride	1251	100	1			1	1	10	30	dr5	spirit mask		5	5000	dyel	dyel						ac%		120	140	str		20	20	deadly		20	20	dmg-min		5	5	balance2		20	20	str/lvl	6			mag%		30	30																						0
Wraith Whisper	1252	100	1			3	1	5	25	dr5	Spirit Mask		5	5000	dgry	dgry						ac%		80	110	dru		1	1	skilltab	17	1	2	light		3	5	ethereal		1	1	rep-dur	15			res-cold/lvl	8																								0
Moon Shadow	1253	100	1			3	1	9	29	dr6	alpha helm		5	5000	blac	blac						ac%		150	180	fade		1	1	res-ltng		15	30	hp		20	40	heal-kill		10	10	ac/lvl	8			charged	Fade	15	3																						0
The King's Heart	1254	100	1			1	1	14	34	dr6	Alpha Helm		5	5000								ac%		100	125	allskills		1	1	res-all		25	25	dmg%		25	25	skill	Rabies	7	7	hp%		20	25																										0
Gathering of Hawks	1255	100	1			1	1	20	38	dr7	griffon headress		5	5000	lred	lred						ac		75	100	skill	Raven	4	4	skill-rand	1	221	250	skill-rand	2	221	250	skill-rand	3	221	250	res-cold/lvl	8			hp/lvl	4			res-fire/lvl	4																				0
Creeper's Canopy	1256	100	1			3	1	13	33	dr7	Griffon Headress		5	5000				invhelm14				ac%		100	135	skill	Wearwolf	5	7	skill	Feral Rage	5	7	skill	Hunger	5	7	howl		75	75	balance2		25	25	regen-mana		50	50																						0
Centaur's Sight	1257	100	1			3	1	19	37	dr8	hunters guise		5	5000	oran	oran						ac%		155	185	skill-rand	2	221	250	skill-rand	3	221	250	skilltab	17	2	2	balance2		20	20	ignore-ac		1	1	dmg-undead		75	75																						0
Night Prowler	1258	100	1			1	1	28	43	dr8	Hunter's Guise		5	5000	blac	blac						ac%		120	150	dru		2	2	skilltab	15	1	2	move3		50	50	balance2		25	25	swing2		15	15	block3		40	40																						0
Phoenix Fall	1259	100	1			1	1	34	46	dr9	sacred feathers		5	5000	cred	cred						ac%		160	190	dmg-fire		35	100	dru		1	1	extra-fire		10	15	res-all		25	25	light		1	3	sock		1	1																						0
Falcon Sharp	1260	100	1			3	1	24	40	dr9	Sacred Feathers		5	5000								ac%		125	150	dmg%		50	50	res-all		20	20	dmg-ltng		15	250	dmg-fire		25	60	oskill	inner sight	2	4	all-stats		15	15	skilltab	16	1	2																		0
Leader of the Pack	1261	100	1			1		1	50	dra	totemic mask		5	5000	dgry	dgry						ac%		170	200	allskills		1	1	skill-rand	3	221	250	skill-rand	3	221	250	skill	Summon Fenris	3	3	skill	Summon Spirit Wolf	3	3	move2		20	20	balance2		20	20	hp%		10	10														0
Call of the Wild	1262	100	1			1	1	50	60	drb	blood spirit		5	5000								ac		150	200	skill	Summon Spirit Wolf	7	7	skill	Summon Fenris	7	7	skill	Summon Grizzly	7	7	allskills		2	2	dmg%		25	50	swing2		25	25	dex		25	25	lifesteal		6	6														0
Eagle Eyes	1263	100	1			1	1	56	65	drc	sun spirit		5	5000								ac		160	210	skilltab	15	3	3	dru		1	1	red-dmg		15	15	charged	Slow Missiles	20	20	res-pois-len		60	60	att%		35	35	sock		1	1																		0
Sanctuary's Scion	1264	100	1			3	1	49	59	drc	Sun Spirit		5	5000	dyel	dyel						ac%		150	200	dru		2	2	red-dmg%		20	20	red-mag		20	20	mag%		25	50	att%		35	50	skill-rand	7	222	251																						0
Spirit of the Land	1265	100	1			1	1	65	72	drd	earth spirit		5	5000								ac		175	240	red-dmg%		25	25	res-mag		25	25	all-stats		25	25	balance2		25	25	move2		25	25	hp%		25	25	dru		1	1																		0
Hecuba's Tresses	1266	100	1			1	1	1	16	dre	sky spirit		5	5000								ac		240	300	dru		4	4	sock		3	3																																						0
Call of the Kindred	1267	100	1			1	1	82	86	drf	dream spirit		5	5000				invhelm37				ac		200	240	skill	Wearwolf	3	7	skill	Shape Shifting	3	7	skill	Wearbear	3	7	swing1		10	10	hp		50	50	lifesteal		3	6	manasteal		3	6	dru		1	1														0
Stone Feather	1268	100	1			3	1	26	43	drf	Dream Spirit		5	5000	oran	oran						ac%		200	300	red-dmg%		25	50	ease		-65	-65	sock		3	3	allskills		2	2																														0
Killer's Watch	1269	100	1			1	1	1	15	ktr	katar		5	5000								dmg-min		10	20	dmg-max		30	40	skilltab	18	1	3	swing1		15	15	charged	IronGolem	5	6	oskill_hide	393	1	1																										0
Hidden Death	1270	100	1			3	1	1	7	ktr	katar		5	5000	blac	blac						dmg%		100	150	dmg-max		6	10	deadly		25	35	skill	Claw Mastery	1	2	oskill_hide	393	1	1																														0
Simpleton's Shadow	1271	100	1			5	1	5	25	ktr	Katar		5	5000	dgry	dgry						dmg%		60	75	move2		25	25	lifesteal		3	5	ass		1	1	oskill_hide	393	1	1																														0
Razorspine	1272	100	1			1	1	1	19	wrb	wrist blade		5	5000				invclaw1				dmg-min		12	23	dmg-max		32	42	skilltab	19	1	3	thorns		15	15	noheal		1	1	res-pois		15	20	oskill_hide	393	1	1																						0
Storms of Spring	1273	100	1			3	1	1	13	wrb	wrist blade		5	5000	whit	whit						dmg%		105	155	dmg-ltng		10	15	res-ltng		15	25	gethit-skill	Charged Bolt	8	5	block		15	15	oskill_hide	393	1	1																										0
Murdering Bloom	1274	100	1			5	1	1	8	wrb	Wrist Blade		5	5000	cred	cred						dmg%		60	80	ass		1	1	kill-skill	Charged Bolt	25	5	swing1		15	15	sock		1	1	oskill_hide	393	1	1																										0
Spirit Hawk	1275	100	1			1	1	5	25	axf	hatchet hands		5	5000								dmg-min		14	25	dmg-max		34	44	skilltab	20	1	3	oskill	oak sage	3	5	res-mag		10	15	dmg-mag		25	40	oskill_hide	393	1	1																						0
Cold of Winter	1276	100	1			3	1	1	16	axf	hatchet hands		5	5000	whit	whit						dmg%		110	160	dmg-cold	200	10	15	gethit-skill	Frost Nova	5	2	swing2		20	20	rep-dur	20			skill	Blade Sentinel	1	3	skill	Shock Field	1	3	oskill_hide	393	1	1																		0
Crimson Cry	1277	100	1			5	1	1	11	axf	Hatchet Hands		5	5000	dred	dred						dmg%		65	85	bloody		1	1	noheal		1	1	howl		66	66	swing2		25	25	oskill	shout	2	2	oskill_hide	393	1	1																						0
Samantha's Fist	1278	100	1			1	1	8	28	ces	cestus		5	5000								dmg-min		16	27	dmg-max		36	46	skilltab	19	1	3	swing2		25	25	sock		2	2	oskill_hide	393	1	1																										0
Androsphinx	1279	100	1			3	1	2	20	ces	cestus		5	5000	dred	dred						dmg%		115	165	swing1		15	15	move2		20	20	lifesteal		6	6	ac-hth		200	200	crush		15	15	ass		1	1	oskill_hide	393	1	1																		0
Liege Reaver	1280	100	1			5	1	1	15	ces	Cestus		5	5000	cgrn	cgrn						dmg%		65	90	dmg-norm		5	10	skilltab	20	1	3	rep-dur	25			dur		75	75	att		150	150	openwounds		33	33	oskill_hide	393	1	1																		0
Frostshiver	1281	100	1			1	1	10	30	clw	claws		5	5000	lblu	lblu						dmg-min		22	35	dmg-max		45	70	skilltab	18	1	3	dmg-cold		25	35	freeze		3	3	gethit-skill	Frozen Armor	4	6	charged	Glacial Spike	81	6	res-cold		25	35	oskill_hide	393	1	1														0
Lynx Talon	1282	100	1			3	1	4	24	clw	claws		5	5000	dyel	dyel						dmg%		120	170	swing3		25	25	mana-kill		3	5	aura	104	1	3	balance2		25	25	dex		20	20	res-fire		25	25	oskill_hide	393	1	1																		0
Winterquick	1283	100	1			5	1	1	19	clw	Claws		5	5000	whit	whit						dmg%		65	100	dmg-cold	300	15	25	swing2		30	30	skill	Claw Mastery	2	2	pierce-cold		15	15	oskill	frost nova	5	5	dmg-max		10	15	oskill_hide	393	1	1																		0
