Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
goatman6	585	goatman1	goatman7	0	MoonClan	goatman6	speed_slow_monprop	goatman	Goatman		GM	1													4	8		10	10	1	32	59	81	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33		30						50		99		25	40	50	50	99	25	25	2				20	20	20	5	115	140	90	100	80	140	80							115	140	90	100	80	140	85							121	147	90	86	80	140	85							A1	mana	100	10	20		100	10	20		100	10	20																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
goatman7	586	goatman1	goatman8	1	NightClan	goatman7	speed_slow_monprop	goatman	Goatman		GM	1													4	8		10	10	1	35	61	83	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33		30						50			99	25	40	50	25	50	99	25	2				20	20	20	5	115	140	90	100	80	140	80							196	238	90	100	88	154	94							230	279	90	86	123	216	94							A1	cold	50	25	50	75	50	30	60	150	50	39	77	225																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
goatman8	587	goatman1	goatman9	2	HellClan	goatman8	speed_slow_monprop	goatman	Goatman		GM	1													4	8		10	10	1	38	61	84	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33		30						50			99	25	40	50	25	50	99	25	2				20	20	20	5	115	140	90	100	80	140	80							196	238	90	100	88	154	94							230	279	90	86	123	216	94							A1	cold	60	25	50	75	60	30	60	150	60	39	77	225																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
goatman9	588	goatman1	goatman10	3	BloodClan	goatman9	speed_slow_monprop	goatman	Goatman		GM	1													4	8		11	11	1	40	62	81	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33		30	60					50	99			25	40	50	99	25	50	25	2				20	20	20	5	115	140	90	100	80	140	80							196	238	90	100	88	154	94							230	279	90	86	123	216	94							A1	fire	50	15	33		50	18	40		50	24	50																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
goatman10	589	goatman1		4	DeathClan	goatman10	speed_slow_monprop	goatman	Goatman		GM	1													4	8		12	12	1	41	63	84	goatman	goatman	10	15	14	13				80	90	95	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33		30	30					50			99	50	40	50	33	33	99	50	2				20	20	20	5	115	140	90	100	80	140	80							196	238	90	100	88	154	94							230	279	90	86	123	216	94							A1	cold	50	15	33	25	50	18	40	50	50	24	50	75																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
foulcrow5	590	foulcrow1	foulcrow6	0	FoulCrow	foulcrow5	speed_slow_monprop	foulcrow	BloodHawk		BK	1													6	8		9	9	1	32	58	80	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																					100	85	75	-50	-40	-33					60			40			80			50	33	25	99		2				10	10	10	5	40	55	125	75	90	140	100							68	94	125	75	99	154	110							80	110	125	68	139	216	110							A1	pois	15	10	33	75	15	12	40	150	15	24	50	300																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
foulcrow6	591	foulcrow1	foulcrow7	1	BloodHawk	foulcrow6	speed_slow_monprop	foulcrow	BloodHawk		BK	1													6	8		9	9	1	35	60	71	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																					100	85	75	-50	-40	-33			60					40	80					50	99	25	15		2				10	10	10	5	40	55	125	75	90	140	100							40	55	125	75	90	140	100							42	58	125	68	90	140	100							A1	life	100	10	20		100	10	20		100	10	20																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
foulcrow7	592	foulcrow1	foulcrow8	2	BlackRaptor	foulcrow7	speed_slow_monprop	foulcrow	BloodHawk		BK	1													6	8		10	10	1	38	61	77	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																					100	85	75	-50	-40	-33						60		40				99		50	33	25	15	99	2				10	10	10	5	40	55	125	75	90	140	100							40	55	125	75	90	140	100							42	58	125	68	90	140	100							A1	mana	100	10	33		100	10	33		100	10	33																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
foulcrow8	593	foulcrow1		3	CloudStalker	foulcrow8	speed_slow_monprop	foulcrow	BloodHawk		BK	1													6	8		12	12	1	40	62	82	foulcrow	foulcrow	10	15	15	15				65	65	65	90	90	90	5	10	10	75	75	75	100	100	100																			1	1								1				1	1																																					100	85	75	-50	-40	-33	30		20	60			40		50	99			60		50	99	15		2				10	10	10	5	40	55	125	75	90	140	100							40	55	125	75	90	140	100							42	58	125	68	90	140	100							A1	ltng	50	20	50		50	20	50		50	20	50																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
clawviper6	594	clawviper1	clawviper7	4	ClawViper	clawviper6		clawviper	ClawViperEx		SD	1	1												4	6		6	10	1	32	61	82	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	85	90	90	5	5	5	1	1	1	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1						Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40				50	50	50				75	75	75	25	25	25	90	90	90	2				20	20	20	5	70	95	115	100	30	60	120	65	90	150	100	130	150	119	162	115	100	33	66	132	72	99	165	110	143	165	141	190	115	86	46	92	132	101	139	165	154	2	165	A1	mag	100	50	100		100	60	120		100	77	154		A2	pois	50	33	33	75	50	40	40	100	50	46	46	125															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
clawviper7	595	clawviper1	clawviper8	4	PitViper	clawviper7		clawviper	ClawViperEx		SD	1	1												4	6		6	10	1	35	61	83	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	85	90	90	5	5	5	1	1	1	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1						Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40	25		50				50		50			50	70		70	25	99	99	2				20	20	20	5	70	95	115	100				65	90	150	100	130	150	119	162	115	100				72	99	165	110	143	165	141	190	115	86	0	0		101	139	165	154	2	165	A1	mag	100	50	100		100	60	120		100	77	154		A2	pois	50	33	33	75	50	40	40	100	50	46	46	125															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
clawviper8	596	clawviper1	clawviper9	0	Salamander	clawviper8		clawviper	ClawViperEx		SD	1	1												4	6		8	12	1	38	61	77	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	0	0	0	18	18	18	50	50	50	viper_fire									1	1									1			1	1							1						Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40			75		60				99		75		25		99	25		50	2				20	20	20	5	70	95	115	100				65	90	150	100	130	150	119	162	115	100	50	66		72	99	165	110	143	165	141	190	115	86	70	92		101	139	165	154	2	165	A1	fire	100	100	150		100	120	180		100	154	231		A2	fire	50	30	50		50	36	60		50	42	70																Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
clawviper9	597	clawviper1	clawviper10	1	TombViper	clawviper9		clawviper	ClawViperEx		SD	1	1												4	6		8	12	1	40	62	81	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	1	1	1	20	24	28	50	50	50	viper_poisjav									1	1									1			1	1							1						Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40				60		75				80		99	25		33	99		99	2				20	20	20	5	70	95	115	100	10	25		65	90	150	100	130	150	119	162	115	100	50	66		72	99	165	110	143	165	141	190	115	86	70	92		101	139	165	154	2	165	A1	pois	100	25	25	25	100	30	30	33	100	39	39	50	A2	pois	50	33	33	75	50	40	40	100	50	46	46	125															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
clawviper10	598	clawviper1		1	SerpentMagus	clawviper10		clawviper	ClawViperEx		SD	1	1												4	6		9	14	1	41	63	85	clawviper	clawviper	10	15	14	13				60	65	65	10	13	15	90	90	90	80	80	80	5	5	5	2	2	2	18	18	18	50	50	50	viper_bonespear									1	1									1			1	1							1						Charge	seq_serpentcharge	5																						100	75	50	-50	-45	-40		40	20	20	20	20		60					25	70	33	25		99	2				20	20	20	5	70	95	115	100				75	110	150	100	130	150	119	162	115	100				83	121	165	110	143	165	141	190	115	86	0	0		116	169	165	154	2	165	A1	mag	100	50	100		100	60	120		100	77	154		A2	mag	100	50	100		100	60	120		100	70	140																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
sandraider6	599	sandraider1	sandraider7	0	Marauder	sandraider6	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		15	15	1	33	59	66	sandraider	sandraider	10	15	9	7				40	40	40	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1						Fire Hit	seq_sandraiderflurry	6																						100	75	66	-50	-45	-40			80	50					99	70			35		99	85	40		2				35	35	35	5	120	150	100	120	80	110	150	110	140	180	80	100	250	120	150	100	120	80	110	150	110	140	180	80	100	250	126	158	100	104	80	110	150	110	140	180	8	1	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
sandraider7	600	sandraider1	sandraider8	1	Infidel	sandraider7	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		15	15	1	36	60	72	sandraider	sandraider	10	15	9	7				45	40	40	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_sandraiderflurry	7																						100	75	66	-50	-45	-40													35		50	50	99	25	2				35	35	35	5	120	150	100	120	80	110	150	110	140	180	80	100	250	204	255	100	120	88	121	165	121	154	198	88	110	275	239	300	100	104	123	169	165	169	216	198	123	154	275	S1	cold	100	100	130	250	100	120	156	250	100	154	200	250																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
sandraider8	601	sandraider1	sandraider9	4	SandRaider	sandraider8	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		15	15	1	39	61	78	sandraider	sandraider	10	15	9	7				50	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1						Fire Hit	seq_sandraiderflurry	8																						100	75	66	-50	-45	-40													35		99	50	50	25	2				35	35	35	5	120	150	100	120	80	110	150	110	140	180	80	100	250	120	150	100	120	80	110	150	110	140	180	80	100	250	126	158	100	104	80	110	150	110	140	180	8	1	250	S1	fire	100	100	130		100	100	130		100	100	130																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
sandraider9	602	sandraider1	sandraider10	3	Invader	sandraider9	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		15	15	1	40	62	82	sandraider	sandraider	10	15	9	7				55	40	35	10	10	10	95	95	95	80	80	80	5	5	5	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_sandraiderflurry	9																						100	75	66	-50	-45	-40													35		50	50	99	25	2				35	35	35	5	120	150	100	120	80	110	150	110	140	180	80	100	250	204	255	100	120	88	121	165	121	154	198	88	110	275	239	300	100	104	123	169	165	169	216	198	123	154	275	S1	cold	100	100	130	250	100	120	156	250	100	154	200	250																													Act 5 H2H B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B			Act 5 (N) Champ B Desecrated	Act 5 (N) Unique B Desecrated	Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0
sandraider10	603	sandraider1		2	Assailant	sandraider10	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		15	15	1	41	63	84	sandraider	sandraider	10	15	9	7				60	40	35	10	10	10	95	95	95	80	80	80	5	5	5				50	50	50													1	1									1			1	1							1						Fire Hit	seq_sandraiderflurry	10																						100	75	66	-50	-45	-40													35		99	50	50	25	2				35	35	35	5	120	150	100	120	80	110	150	110	140	180	80	100	250	204	255	100	120	88	121	165	121	154	198	88	110	275	239	300	100	104	123	169	165	169	216	198	123	154	275	S1	fire	100	100	130		100	120	156		100	154	200																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
deathmauler6	604	deathmauler1		0	Death Mauler1	deathmauler1	speed_slow_monprop	deathmauler	DeathMauler		m5	1													8	10		4	4	1	32	49	74	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1							DeathMaul	seq_deathmaulerdig	1																						100	85	75	-50	-40	-33													25		15	99	15	15	2				50	50	50	5	123	152	126	153	51	76	251							115	145	95	105	75	140	115							121	152	95	90	75	140	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
quillrat6	605	quillrat1	quillrat7	0	QuillRat	quillrat1	quillrat6	quillrat	QuillRat		SI	1	1												6	8		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																					100	85	75	-50	-40	-33									40				33		99	50	25	33	2				3	3	3	5	90	120	84	71	51	101	101	30	50	100				153	204	80	70	33	83	72	33	55	110				181	239	80	59	46	116	72	46	77	110				A2	pois	15	30	30	25	15	36	36	33	15	46	46	66																													Quill 1	Act 1 Champ A	Act 1 Unique A					Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
quillrat7	606	quillrat1	quillrat8	1	SpikeFiend	quillrat1	quillrat7	quillrat	QuillRat		SI	1	1												6	8		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																					100	85	75	-50	-40	-33											50		33		25	50	99	33	2				3	3	3	5	90	120	84	71	51	101	101	30	50	100				153	204	80	70	33	83	72	33	55	110				181	239	80	59	46	116	72	46	77	110				A2	pois	15	30	30	25	15	36	36	33	15	46	46	66																													Quill 1	Act 1 Champ A	Act 1 Unique A					Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
quillrat8	607	quillrat1		4	RazorSpine	quillrat1	quillrat8	quillrat	QuillRat		SI	1	1												6	8		6	6	1	32	58	80	quillrat	quillrat	10	15	12	9				15	20	26	60	85	95				3	3	3														spike6								1													1	1																																					100	85	75	-50	-40	-33											50		33		25	99	75	33	2				3	3	3	5	90	120	84	71	51	101	101	30	50	100				153	204	80	70	33	83	72	33	55	110				181	239	80	59	46	116	72	46	77	110				A2	pois	15	30	30	25	15	36	36	33	15	46	46	66																													Quill 1	Act 1 Champ A	Act 1 Unique A					Quill 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Quill 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
vulture5	608	vulture1		0	CarrionBird	vulture1	speed_slow_monprop	vulture	Vulture		VD	1													2	6		4	4	1	14	58	80	vulture	vulture	10	15	13	11				90	90	95	8	8	8	75	65	50	30	30	30	70	70	70																			1													1	1																																					100	85	75	-50	-40	-33												80	10				33	99	2				15	15	15	5	67	107	84	83	91	121	94							102	153	85	80	88	121	94							120	181	85	72	123	169	94							A1	pois	25	33	33	50	25	40	40	75	25	50	50	100																													Swarm 1	Act 2 Champ A	Act 2 Unique A					Swarm 1 (N)	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Swarm 1 (H)	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated					1	1	0
thornhulk5	609	thornhulk1		0	ThornedHulk	thornhulk1	speed_fast_monprop	thornhulk	ThornHulk		TH	1													2	4		6	6	1	27	58	80	thornhulk	thornhulk	10	15	13	12				100	100	100	15	15	15	10	10	10	55	55	55	5	3	1	5	5	5																1	1												1	1							1						MonFrenzy	A2	5																						100	85	75	-50	-40	-33													66			99	40	66	4				27	27	27	5	152	247	84	133	89	148	93	77	148	93				323	425	140	130	99	176	154	83	165	198				380	500	140	117	139	246	154	116	231	198				A2	stun	100			7	100			7	100			7																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
slinger7	610	slinger1	slinger8	0	Slinger	slinger1	speed_slow_monprop	pantherwoman	PantherJavelin		PW	1	1												6	8		12	16	1	19	58	80	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																					100	85	75	-50	-40	-33													25		99	15	15	15	2				19	19	19	5	53	86	58	67	47	116	93							94	145	95	80	55	88	138							110	169	95	72	77	123	138							A1	ltng	100	40	60		100	48	72		100	62	92																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
