Name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	30		25				10	16	dmg-pois	75	60	60	res-pois-len		4	5						scha												0	0
of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	45		40				3	16	dmg-pois	100	180	180	res-pois-len		6	7						scha												0	0
of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	81		75				1	16	dmg-pois	125	360	360	res-pois-len		8	9						scha												0	0
of Life	+# to Life	100	1	0	1	70	14				20	26	hp		5	10										scha												0	0
of Substinence	+# to Life	100	1	0	23		17				10	26	hp		10	15										scha												0	0
of Vita	+# to Life	100	1	0	47		39				3	26	hp		15	20										scha												0	0
of Inertia	+#% Faster Run/Walk	100	1	0	35		27				5	35	move1		3	3										scha												0	0
of Balance	+#% Faster Hit Recovery	100	1	0	37		29				5	18	balance1		5	5										scha												0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	0	20		20				5	22	mag%		3	6										scha												0	0
of Good Luck	#% Better Chance of Getting Magic Items	100	1	0	60		60				1	22	mag%		6	10										scha												0	0
of Defense1	+# Defense	100	1	0	7	70	10				10	31	ac		5	10										scha													
of Defense1	+# Defense	100	1	0	25		30				5	31	ac		10	15										scha													
of Guarding	+# Defense	100	1	0	60		60				1	31	ac		15	25										scha													
of Energy	+# Mana	100	1	0	7	70	10				10	31	mana		5	10										scha													
of Energy	+# Mana	100	1	0	25		30				5	31	mana		10	15										scha													
of Sorcery	+# Mana	100	1	0	60		60				1	31	mana		15	20										scha													
of the Weasel	+# Attack Rating	100	1	0	7	70	10				10	31	att		5	10										scha													
of the Fox	+# Attack Rating	100	1	0	25		30				5	31	att		10	15										scha													
of the Jackal	+# Attack Rating	100	1	0	60		60				1	31	att		15	25										scha													
of Defense1	+# Defense	100	1	0	7	70	10				10	31	ac		10	15										mcha													
of Defense1	+# Defense	100	1	0	25		30				5	31	ac		20	30										mcha													
of Guarding	+# Defense	100	1	0	60		60				1	31	ac		40	50										mcha													
of the Mind	+# Mana	100	1	0	7	70	10				10	31	mana		5	10										mcha													
of the Mind	+# Mana	100	1	0	25		30				5	31	mana		10	20										mcha													
of Wizardry	+# Mana	100	1	0	60		60				1	31	mana		25	40										mcha													
of the Wolf	+# Attack Rating	100	1	0	7	70	10				10	31	att		10	15										mcha													
of the Tiger	+# Attack Rating	100	1	0	25		30				5	31	att		20	30										mcha													
of the Bear	+# Attack Rating	100	1	0	60		60				1	31	att		40	50										mcha													
of Dexterity	+# to Dexterity	100	1	0	7		10				10	31	dex		2	4										mcha												0	0
of Dexterity	+# to Dexterity	100	1	0	25		30				10	31	dex		4	6										mcha												0	0
of Strength	+# to Strength	100	1	0	7		10				10	31	str		2	4										mcha												0	0
of Strength	+# to Strength	100	1	0	25		30				10	31	str		4	6										mcha												0	0
of Vitality	+# to Vitality	100	1	0	7		10				10	31	vit		2	4										mcha												0	0
of Vitality	+# to Vitality	100	1	0	25		30				10	31	vit		4	6										mcha												0	0
of Energy	+# to Energy	100	1	0	7		10				10	31	enr		2	4										mcha												0	0
of Energy	+# to Energy	100	1	0	25		30				10	31	enr		4	6										mcha												0	0
of the Swordsman	+# to Dexterity	100	1	0	7		10				1	31	dex		2	4	str	2	4							mcha												0	0
of the Rogue	+# to Dexterity	100	1	0	7		10				1	31	dex		4	6	vit	4	6							mcha												0	0
of the Monk	+# to Dexterity	100	1	0	7		10				1	31	dex		2	4	enr	2	4							mcha												0	0
of the Stalwart	+# to Strength	100	1	0	7		10				1	31	str		4	6	vit	4	6							mcha												0	0
of the Proud	+# to Strength	100	1	0	7		10				1	31	str		2	4	enr	2	4							mcha												0	0
of the Young	+# to Vitality	100	1	0	7		10				1	31	vit		4	6	enr	4	6							mcha												0	0
of the Swift	+#% Faster Run/Walk	100	1	0	12		10				10	32	move2		5	5										mcha												0	0
of the Nimble	+#% Faster Hit Recovery	100	1	0	12		10				10	32	balance2		5	5										mcha												0	0
of the Stoic	+#% Faster Block Rate	100	1	0	12		10				10	32	block2		5	5										mcha												0	0
of the Blitz	+#% Faster Attack Speed	100	1	0	18		18				10	32	swing2		5	5										mcha												0	0
of the Fluent	+#% Faster Cast Rate	100	1	0	18		18				10	32	cast2		5	5										mcha												0	0
of Life	+# to Life	100	1	0	12	70	9				20	31	hp		11	15										mcha												0	0
of Substinence	+# to Life	100	1	0	42		34				10	31	hp		21	25										mcha												0	0
of Vita	+# to Life	100	1	0	74		66				5	31	hp		31	35										mcha												0	0
of Mastery	-#% to Enemy Fire Resistance	100	1	0	65		81				1	82	pierce-fire		3	5										mcha												0	0
of Mastery	-#% to Enemy Lightning Resistance	100	1	0	65		81				1	82	pierce-ltng		3	5										mcha												0	0
of Mastery	-#% to Enemy Cold Resistance	100	1	0	65		81				1	82	pierce-cold		3	5										mcha												0	0
of Mastery	-#% to Enemy Poison Resistance	100	1	0	65		81				1	82	pierce-pois		3	5										mcha												0	0
of Mastery	+#% to Fire Skill Damage	100	1	0	65		81				1	83	extra-fire		3	5										mcha												0	0
of Mastery	+#% to Lightning Skill Damage	100	1	0	65		81				1	83	extra-ltng		3	5										mcha												0	0
of Mastery	+#% to Cold Skill Damage	100	1	0	65		81				1	83	extra-cold		3	5										mcha												0	0
of Mastery	+#% to Poison Skill Damage	100	1	0	65		81				1	83	extra-pois		3	5										mcha												0	0
of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	5	20	3				24	10	cold-min		4	6	cold-max		6	8						lcha												0	0
of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	10		6				12	10	cold-min		6	8	cold-max		10	15						lcha												0	0
of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	30		11				12	10	cold-min		8	10	cold-max		12	18						lcha												0	0
of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	40		17				12	10	cold-min		12	14	cold-max		20	25						lcha												0	0
of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	10		2				24	12	fire-min		2	4	fire-max		6	8						lcha												0	0
of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	15		6				12	12	fire-min		4	6	fire-max		10	15						lcha												0	0
of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	30		10				12	12	fire-min		6	8	fire-max		12	18						lcha												0	0
of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	40		16				12	12	fire-min		10	15	fire-max		20	25						lcha												0	0
of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	10	20	3				24	13	ltng-min		2	4	ltng-max		6	8						lcha												0	0
of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	15		5				12	13	ltng-min		4	6	ltng-max		10	15						lcha												0	0
of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	30		11				12	13	ltng-min		6	8	ltng-max		12	18						lcha												0	0
of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	40		16				12	13	ltng-min		10	15	ltng-max		20	25						lcha												0	0
of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	20		10				24	16	dmg-pois	75	60	80	res-pois-len		4	6						lcha												0	0
of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	30		25				12	16	dmg-pois	75	80	100	res-pois-len		6	8						lcha												0	0
of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	35		40				12	16	dmg-pois	100	100	120	res-pois-len		8	10						lcha												0	0
of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	50		55				12	16	dmg-pois	125	120	140	res-pois-len		10	12						lcha												0	0
of Dexterity	+# to Dexterity	100	1	0	1		1				12	31	dex		5	8	vit		5	8						lcha												0	0
of Dexterity	+# to Dexterity	100	1	1	35		10				12	31	dex		8	10	enr		8	10						lcha												0	0
of Strength	+# to Strength	100	1	0	1	60	1				12	31	str		5	8	vit		5	8						lcha												0	0
of Strength	+# to Strength	100	1	1	35		10				12	31	str		8	10	enr		8	10						lcha												0	0
of Life	+# to Life	100	1	0	10	25	5				24	26	hp		10	15	regen		5	5						lcha												0	0
of Life	+# to Life	100	1	0	20	40	15				24	26	hp		15	20	regen		5	5						lcha												0	0
of Life	+# to Life	100	1	0	35	55	30				24	26	hp		20	25	regen		5	5						lcha												0	0
of Substinence	+# to Life	100	1	0	45		40				24	26	hp		25	30	regen		7	7						lcha												0	0
of Substinence	+# to Life	100	1	0	55		50				12	26	hp		30	40	regen		7	7						lcha												0	0
of Substinence	+# to Life	100	1	0	61		60				12	26	hp		40	50	regen		7	7						lcha												0	0
of Vita	+# to Life	100	1	1	75		70				12	26	hp		50	75	regen		10	10						lcha												0	0
of Vita	+# to Life	100	1	1	81		80				5	26	hp		75	100	regen		10	10						lcha												0	0
of Vita	+# to Life	100	1	1	88		88				5	26	hp		100	150	regen		10	10						lcha												0	0
of Inertia	+#% Faster Run/Walk	100	1	1	15		14				5	35	move3		10	15										lcha												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	10		1				5	18	balance3		12	15										lcha												0	0
