index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Embracing Hatred	354	Wrath of Vengeance	ztb	Battle Belt	7	30	39		oran						5	5000	2	extra-cold		15	15	abs-cold		15	20	ac%		75	120	manasteal		6	8																													allskills		1	1																														0
Slave to Anarchy	355	Servitude or Rebellion	xul	Chaos Armor	7	30	51	lgld	lgld						5	5000	2	ac/lvl	24			ac		300	400	stupidity		3	3	red-mag		15	20	res-all		20	20																																																										0
Bound by Honor	356	Servitude or Rebellion	7tr	Stygian Pike	7	60	70	lgld	lgld						5	5000	2	dmg%		240	270	dmg-norm		50	200	swing3		30	30	oskill	Melee Mastery	5	9	lifesteal		8	8	oskill_hide	393	1	1																																																						0
Equilibrium	357	Servitude or Rebellion	zmb	Mesh Belt	7	30	43	lgld	lgld						5	5000	2	ac/lvl	12			mag%		20	25	vit		15	20	enr		15	20																					regen		3	5																																						0
Firecam Gilded Plate	358	Kaldorn's Majesty	xar	Ornate Plate	7	30	63		dred						5	5000	2	ac%		150	180	res-all		30	50	balance2		20	20																																									res-all		50	50																						0
Axe of Arvoreen	359	Kaldorn's Majesty	7o7	Ogre Axe	7	60	70	oran	oran						5	5000	2	dmg%		220	270	dmg-max		200	300	swing3		20	20	sock		1	3	oskill_hide	393	1	1																																																										0
Windspar Mask	360	Kaldorn's Majesty	uhm	Spired Helm	7	60	74								5	5000	2	red-dmg%		15	25	ac%		155	185	hp		40	50																																																																		0
Waterwyrd's Talon	361	Kaldorn's Majesty	xhg	War Gauntlets	7	30	55								5	5000	2	swing3		40	40	ac%		175	200																																																																						0
Daystar Wrap	362	Kaldorn's Majesty	zhb	war Belt	7	30	58								5	5000	2	hp		175	200	mana		75	100																																																																						0
Incarnadine Elven Plate	363	Warlock's Exploration	xtp	Mage Plate	7	30	59	dpur	dpur						5	5000	2	allskills		3	4	sock		2	2	ac		300	500																																																																		0
Staff of Elemental Mastery	364	Warlock's Exploration	8ss	Jo Staff	7	30	36	dgrn	dgrn						5	5000	2	allskills		2	2	mana%		35	35	oskill_hide	393	1	1																																	cast2		20	20					addxp		2	2																						0
Lilarcor Cap	365	Warlock's Exploration	xap	War Hat	7	30	38	dyel	dyel						5	5000	2	allskills		2	2	ac%		75	100																													mag%		50	50					all-stats		2	2					hp%		40	40					ac		150	150														0
Teleomortis' Gloves	366	Warlock's Exploration	ulg	Bramble Mitts	7	60	71								5	5000	2	allskills		2	2	ac		150	200																																																																						0
Citadel Belt	367	Warlock's Exploration	ulc	Spiderweb Sash	7	60	66								5	5000	2	allskills		2	2	ac		125	175																																																																						0
Holy Shroud of Amaunator	368	Amaunator's Peace	uui	Dusk Shroud	7	60	70		whit						5	5000	2	ac%		160	200	oskill	Melee Mastery	4	6	mag%		25	30	noheal		1	1	state	fullsetgeneric	1	1																																																										0
Holy Cleaver of Amaunator	369	Amaunator's Peace	9ax	Cleaver	7	30	47		whit						5	5000	2	dmg%		280	320	knock		2	2	dmg-cold	100	25	100	pierce-cold		10	15	res-cold		40	50	oskill_hide	393	1	1																																					dmg-norm		40	80														0
Holy Buckler of Amaunator	370	Amaunator's Peace	uml	Luna	7	60	65		whit						5	5000	2	ac%		120	160	block3		40	40	red-dmg%		10	15	red-dmg		15	20	abs-mag%		10	15	heal-kill		8	12	oskill_hide	393	1	1																																																		0
Holy Ring of Amaunator	371	Amaunator's Peace	rin	Ring	5	30	33		whit						5	5000	2	hp		35	50	dex		25	30	str		15	20	att		125	200	thorns/lvl	8																																																												0
Holy Boots of Amaunator	372	Amaunator's Peace	hbt	Greaves	7	15	22		whit						5	5000	2	ac/lvl	8			move2		20	20																													dex		10	15					res-ltng		30	30					mag%		33	33					extra-ltng		8	15					dmg-max		20	20						0
Holy Sash of Amaunator	373	Amaunator's Peace	zlb	Demonhide Sash	7	30	30		whit						5	5000	2	ac%		190	230	vit		15	20	red-mag		10	15																																									mag%		33	33					regen-mana		33	33														0
Frostwyrm Hide	374	Tika's Request	uea	Wyrmhide	7	60	60	whit							5	5000	2	cast3		30	30	balance2		20	20	swing2		25	25	hp		40	60	dex/lvl	4																																																												0
Hallowed Redeemer	375	Tika's Request	7ba	Silver-Edged Axe	7	60	72	blac	blac						5	5000	2	dmg%		290	350	swing2		30	30	lifesteal		12	15	mana-kill		3	7	sock		2	2	oskill_hide	393	1	1																													dmg/lvl	20																								0
Draconian Mask	376	Tika's Request	xlm	Casque	7	30	40	dgld	dgld						5	5000	2	ac%		120	150	ac/lvl	8			manasteal		5	5	addxp		1	2	allskills		1	1																									mag%		25	25																														0
Girdle of Kitthix	377	Tika's Request	uhc	Colossus Girdle	7	60	75	dgrn	dgrn						5	5000	2	oskill	Melee Mastery	3	5	dmg%		25	35	red-dmg%		10	20	str		35	35	ease		-20	-20																																																										0
Gauntlets of Quietus	378	Tika's Request	xtg	Battle Gauntlets	7	30	48	cblu	cblu						5	5000	2	ac%		250	250	oskill	Melee Mastery	1	3	hit-skill	Glacial Spike	12	3	swing1		15	15	dex		10	15																																	hp		45	45																						0
Sir Tylan's Sylvan Mail	379	Corthala Family Heirlooms	ung	Diamond Mail	7	60	73	lblu	cblu						5	5000	2	ac%		230	300	res-all		10	20	dmg-norm		25	50	str		15	30																																																														0
Prince Karnd's Abomination	380	Corthala Family Heirlooms	6rx	Demon Crossbow	7	60	79								5	5000	2	dmg%		200	240	dmg-norm		30	60	swing3		60	60	pierce		40	40	knock		1	1																									oskill	magic arrow	10	10					oskill	guided arrow	6	6					dmg-norm		20	100														0
Yavin's Infernal Visage	381	Corthala Family Heirlooms	uh9	Bone Visage	7	60	81	cred	cred						5	5000	2	ac		200	300	res-all		10	20	dmg-norm		15	30	dex		15	30																																																														0
Prince Gwar's Bracers	382	Corthala Family Heirlooms	xmg	Heavy Bracers	7	30	44								5	5000	2	ac/lvl	16			res-cold		20	30	dmg-min		15	20	dmg-max		30	40																													swing2		20	20																														0
Lady Daan's Celeritous Jambeau	383	Corthala Family Heirlooms	xmb	Mesh Boots	7	30	56								5	5000	2	ac/lvl	14			res-fire		20	30	dmg-max		20	30	swing1		10	10																																					move3		30	30																						0
Mail of Courageousness	384	Knight's Gallantry	uhn	Boneweave	7	60	77	dyel	lyel						5	5000	2	ac%		150	190	balance2		20	20	regen		3	5	gethit-skill	Fire Ball	17	22	res-fire		35	45																																																										0
Baton of Intrepidity	385	Knight's Gallantry	7cl	Truncheon	7	60	68	dyel	lyel						5	5000	2	dmg%		230	280	swing2		20	20	knock		2	2	oskill	berserk	1	3	res-cold		35	45	oskill_hide	393	1	1																																																						0
Wall of Bravery	386	Knight's Gallantry	xow	Pavice	7	30	51	dyel	lyel						5	5000	2	ac%		100	130	block		20	30	charged	Amplify Damage	100	13	block2		25	25	res-all		25	35	oskill_hide	393	1	1																																																						0
Helm of Chivalry	387	Knight's Gallantry	ukp	Hydraskull	7	60	60	whit	whit						5	5000	2	ac%		120	140	dex		10	15	str		10	15	kill-skill	Iron Maiden	100	4	res-ltng		35	45																																																										0
Belt of Temerity	388	Knight's Gallantry	hbl	Plated Belt	7	20	30	whit	whit						5	5000	2	ac%		100	120	res-pois		35	45																													hp		30	30					mana		30	30					dmg-ltng		1	100																						0
Ebony Plate of Evil	389	Lord Sith's Province	utu	E-Wire Fleece	3	25	64	cred	cred	invxtuu					5	5000	2	ac%		100	130	balance3		20	30	oskill	Dodge	2	2	all-stats		10	10	mana-kill		6	6	res-all		10	20	pierce		25	25	charged	Life Tap	66	30					dmg-to-mana		10	10					heal-kill		10	10					ac%		50	50																						0
Deflector of Light	390	Lord Sith's Province	nea	X-Hierophant Trophy	2	25	42								5	5000	2	ac%		150	150	block3		20	20	block		35	35	extra-pois		20	20	extra-fire		15	15	nec		2	3	skilltab	6	1	2	extra_bonespears		2	2	oskill_hide	393	1	1	red-dmg%		10	10					deadly		25	25					ac%		75	75																						0
Dark Cataclysm	391	Lord Sith's Province	uap	E-Shako	3	25	61	cred	cred						5	5000	2	ac		125	175	regen-mana		50	50	allskills		1	1	hp%		8	12	cast2		15	25	regen		4	8	enr		20	20									mag%		25	25					gold%		50	50					nofreeze		1	1																						0
Malignant Dart	392	Lord Sith's Province	9bk	X-War Dart	2	25	56	cred	cred						5	5000	2	dmg%/lvl	20			pois-max		20	40	att		75	75	swing3		20	20	lifesteal		8	12	pierce		30	40	rep-quant	100			oskill_hide	393	1	1					pois-min		20	20					swing3		25	25					dmg-norm		20	40	ignore-ac		1	1																		0
Helshazag	393	Kai Lord's Valiance	utp	E-Archon Plate	2	45	79	dblu	dblu						5	5000	2	ac%		110	130	charged	Find Item	200	12	res-ltng		40	50	res-fire		40	50	balance3		30	30	dmg-norm		20	60	all-stats		15	15									move3		30	30					heal-kill		14	14					hp%		15	15					ac%		50	50														0
Summerswerd	394	Kai Lord's Valiance	7cr	E-Phase Blade	2	45	77			inv9cru					5	5000	2	dmg%		290	320	dmg-mag		350	550	manasteal		4	6	lifesteal		14	18	pal		1	2	att		75	125	extra_holybolt		2	2	oskill_hide	393	1	1					swing3		15	15					dmg%		150	150					dmg-norm		80	120					aura	Holy Freeze	12	12														0
Helghast Waistband	395	Kai Lord's Valiance	zmb	X-Mesh Belt	1	45	65								5	5000	2	ac/lvl	14			red-dmg%		12	12	res-all		15	25	allskills		1	1	swing2		15	25	dmg%		50	50	ignore-ac		1	1									gold%		50	50													reduce-ac		25	25																						0
Hallowed Greaves	396	Kai Lord's Valiance	xtb	X-Battle Boots	1	45	69	dblu	dblu						5	5000	2	ac		120	150	red-dmg%		8	12	move3		30	30	cast3		20	30	dmg-to-mana		8	8	mana%		25	25	mag%		50	50									dex		20	20													dex/lvl	3																								0
Sunspear Deflector	397	Kai Lord's Valiance	pad	E-Kurast Shield	2	45	72	dblu	dblu						5	5000	2	ac%		130	160	block		15	15	block3		40	40	pal		2	3	skilltab	11	2	3	oskill	Warmth	12	12	cast3		40	40	oskill_hide	393	1	1																					crush/lvl	4							ac%		60	60														0
Imperial Plate	398	Path of Bravery	ult	Hellforge Plate	7	60	73								5	5000	2	dmg-demon		200	200	ac%		100	125	pierce-fire		20	20																									pierce-fire		20	20					pierce-fire		20	20					pierce-fire		20	20					pierce-fire		20	20														0
Imperial Helm	399	Path of Bravery	xkp	Sallet	7	30	40								5	5000	2	ac%		125	150	red-dmg%		15	15	pierce-cold		20	20																									pierce-cold		20	20					pierce-cold		20	20					pierce-cold		20	20					pierce-cold		20	20														0
Imperial Girdle	400	Path of Bravery	uhc	Colossus Girdle	7	60	75								5	5000	2	ac%		125	150	res-all		35	40	pierce-ltng		20	20																									pierce-ltng		20	20					pierce-ltng		20	20					pierce-ltng		20	20					pierce-ltng		20	20														0
Imperial Greaves	401	Path of Bravery	uhb	Myrmidon Greaves	7	60	77								5	5000	2	ac%		120	140	res-mag		20	20	pierce-pois		20	20																									pierce-pois		20	20					pierce-pois		20	20					pierce-pois		20	20					pierce-pois		20	20														0
Imperial Gauntlets	402	Path of Bravery	uhg	Ogre Gauntlets	7	60	76								5	5000	2	ac%		120	150	cast3		30	30	ease		-50	-50	regen-mana		60	60																													swing2		20	20																														0
Imperial Scepter	403	Path of Bravery	9ws	Devine Scepter	7	30	50								5	5000	2	dmg%		200	220	swing2		20	20	sock		2	3	lifesteal		6	8	light		5	5																	pierce-fire		20	20					pierce-cold		20	20					dmg-norm		50	100	pierce-ltng		20	20	pierce-pois		20	20														0
Great White Terror	404	Terror of the Deep	uld	Kraken Shell	7	60	74	whit	dgry						5	5000	2	red-dmg%		25	25	red-dmg		35	50	res-ltng		-50	-50	res-fire		75	75	move3		20	20																																																										0
Feeding Frenzy	405	Terror of the Deep	7wc	Great Thresher	7	60	77	dred	dred						5	5000	2	dmg%		220	290	ease		-25	-25	lifesteal		6	6	manasteal		6	6	bar		3	3	oskill_hide	393	1	1																					dmg-norm		50	250					swing3		45	45																						0
Mako's Quickness	406	Terror of the Deep	zvb	Sharkskin Belt	7	30	39	lblu	lblu						5	5000	2	ac%		130	160	move1		15	15	balance1		15	15	dex		25	25	oskill	avoid	4	8																																																										0
Hammerhead's Persistence	407	Terror of the Deep	xvb	Sharkskin Boots	7	30	44	lgry	lgry						5	5000	2	ac%		100	100	red-dmg%		10	10	bloody		1	1	crush		15	25	hp		60	90																																																										0
Angels	408	Celestial Hierarchy	uth	Lacquered Plate	7	60	81								5	5000	2	cast2		20	20	block2		20	25	balance2		20	20	mag%/lvl	9			sock		1	2	swing2		20	20																																																						0
Principality	409	Celestial Hierarchy	9b9	Gothic Sword	7	30	45								5	5000	2	dmg%		260	300	deadly		15	15	crush		15	15	regen		-1	-5	swing2		20	20	oskill_hide	393	1	1													dmg-mag		100	200					dmg-cold		100	200					dmg-fire		100	200					dmg-ltng		64	200					dmg-max		250	250						0
Virtue	410	Celestial Hierarchy	zlb	Demonhide Sash	7	30	36								5	5000	2	ac%		80	110	hp		35	50	mana-kill		7	7	regen		6	6																													regen-mana		50	50					res-all		10	10					mag%		35	35														0
Dominion	411	Celestial Hierarchy	utb	Mirrored Boots	7	60	70								5	5000	2	ac%		180	210	ease		-20	-20	move3		50	50	dex		-20	-20	balance2		-20	-20																																									str		35	35														0
Cherubim	412	Celestial Hierarchy	ulm	Armet	7	60	61								5	5000	2	allskills		1	1	ac		150	200	mana		30	30	res-pois		25	25	enr/lvl	4																																																												0
Seraphim	413	Celestial Hierarchy	rin	Ring	5	49	49								5	5000	2	allskills		1	1	dmg%		25	25	heal-kill		10	10	addxp		1	2	cheap		5	10																																																										0
Mephisto's Misty Aura	414	Lords of Hell	uul	Shadow Plate	7	60	80								5	5000	2	gethit-skill	Cloak of Shadows	20	8	light		-4	-4	ac%		140	160	aura	109	1	1																																																														0
Diablo's Soulstone Ring	415	Lords of Hell	rin	Ring	3	77	77								5	5000	2	allskills		1	1	hp		50	50	mana		50	50	red-dmg%		10	10	red-mag		20	25																																	mag%		50	50																						0
Baal's Cryptic Amulet	416	Lords of Hell	amu	Amulet	3	74	74								5	5000	2	allskills		2	2	mag%		35	50	regen		25	25	regen-mana		50	75																																																														0
Heaven's Lances	417	Lords of Hell	9ts	Harpoon	7	30	51								5	5000	2	dmg%		190	240	stack		75	75	rep-quant	20			knock		2	2	rep-quant	100			oskill_hide	393	1	1													swing2		25	25					oskill	lightning fury	8	8																														0
Demonic Chuckle	418	Corruption Coils	rin	Ring	1	45	45								5	5000	2	hp		35	50	mana		25	25																													mag%		50	50					extra-fire		40	40																														0
Evil Humor	419	Corruption Coils	rin	Ring	1	45	45								5	5000	2	hp		35	50	mana		25	25																													gold%		100	100					extra-ltng		40	40																														0
Temptation's Death	420	Corruption Coils	amu	Amulet	1	45	45								5	5000	2	hp		50	75	mana		40	40																													gethit-skill	Taunt	10	20					extra-cold		40	40																														0
Maadi's Silence	421	Maadi's Paradox	uvg	Vampirebone gloves	7	47	47								5	5000	2	red-mag		10	15	red-dmg		10	15	hp		50	50	ac		50	100																					enr		30	30					skill	Bone Spear	5	5																														0
Maadi's Vision	422	Maadi's Paradox	uh9	Bone Visage	7	63	63								5	5000	2	ac%		150	200	vit		25	25	balance2		20	30	res-all		10	10	mag%		30	50																	move3		15	20					cast2		15	15																														0
Maadi's Spirit	423	Maadi's Paradox	uhn	Boneweave	7	47	47								5	5000	2	ac%		150	200	vit		25	25	enr		25	25	mana%		10	15	ac		100	200																	vit		50	50					enr		50	50					abs-mag%		10	10					red-mag		10	10														0
Maadi's Torch	424	Maadi's Paradox	7gw	Unearthed Wand	7	64	64								5	5000	2	allskills		1	2	extra_bonespears		1	1	cast2		30	30	mag%		10	30	oskill_hide	393	1	1																	cast2		25	25					res-all		20	20																														0
Maadi's Soul	425	Maadi's Paradox	ned	Overseer Skull	7	49	49								5	5000	2	allskills		1	2	cast2		20	30	res-all		20	20	block		20	35	block2		20	35	ac%		150	200	oskill_hide	393	1	1																																	extra_bonespears		1	1														0
The Raven's Talons	426	The Raven's Nest	lgl	Leather Gloves	7	5	10		blac						5	5000	2	cast2		5	10	res-all		5	10	all-stats		5	10																									res-cold		30	30													cast2		15	15																						0
The Raven's Feet	427	The Raven's Nest	mbt	Chain Boots	7	5	10		blac						5	5000	2	ac		100	100	res-all		10	10	move2		10	10	mag%		10	25																					move2		30	30					res-all		20	20																														0
The Raven's Wing	428	The Raven's Nest	xpk	Barbed Shield	7	35	45		blac						5	5000	2	ac%		100	100	block		20	30	block2		20	30	cast2		20	30	move2		20	20	res-all		20	30	oskill_hide	393	1	1									abs-cold		15	15					allskills		2	2					res-cold-max		2	2																						0
The Raven's Beak	429	The Raven's Nest	9bl	Stilleto	7	35	45		blac						5	5000	2	allskills		1	1	cast2		20	30	balance3		15	30	swing2		15	30	ignore-ac		1	1	stupidity		1	1	oskill_hide	393	1	1	ravenhits		1	2					cast2		10	10													ravenhits		2	2																						0
The Raven's Feathers	430	The Raven's Nest	uea	Wyrmhide	7	60	60		blac						5	5000	2	ac%		100	125	ac-miss		300	500	move2		20	20	res-cold		30	30	oskill	warmth	2	5	red-dmg		10	15	red-mag		10	15									abs-cold%		10	10					nofreeze		1	1					res-cold-max		3	3																						0
Hand of the Vindicator	431	Tools of Vindication	whm	War Hammer	7	12	20								5	5000	2	flat-dmg/lvl	8			swing1		20	20	skill	Vengeance	3	3	oskill_hide	393	1	1																					swing1		40	40																																						0
Bulwark of the Vindicator	432	Tools of Vindication	pa9	Gilded Shield	7	59	60								5	5000	2	res-all		35	35	balance1		40	40	block1		55	55	aura	114	12	12	oskill_hide	393	1	1																	res-cold		30	30					red-dmg%		15	15	flat-dmg/lvl	8																												0
Belt of the Vindicator	433	Tools of Vindication	zmb	Mesh Belt	7	40	40								5	5000	2	res-fire		20	20	res-ltng		20	20	res-cold		20	20	mag%		30	30																					res-fire		30	30	flat-dmg/lvl	8			res-ltng		30	30																														0
Panda's Pelt	434	Panda's Polar Adventure	dr6	Alpha Helm	7	30	55	bwht	bwht						5	5000	2	nofreeze		1	1	oskill	Polar Bear	2	4	move3		30	30	balance2		30	30	allskills		2	3																																																										0
Panda's Mitts	435	Panda's Polar Adventure	ulg	Bramble Mitts	7	25	45	bwht	bwht						5	5000	2	oskill	Polar Claws	2	5	lifesteal		5	5	swing3		30	30	res-fire		15	15	freeze		1	1																																																										0
Panda's Coat	436	Panda's Polar Adventure	uui	Dusk Shroud	7	70	80	bwht	bwht						5	5000	2	oskill	warmth	1	1	cast3		15	15	res-cold-max		10	10	allskills		2	3	res-cold		50	50																																																										0
Panda's Sash	437	Panda's Polar Adventure	lbl	Sash	7	6	12	bwht	bwht						5	5000	2	res-all		10	10	vit		10	10	hp		100	100	gethit-skill	Tornado	20	20																																																														0
Panda's Sled	438	Panda's Polar Adventure	uow	Aegis	7	50	60	blac	blac						5	5000	2	ease		-30	-30	res-all		25	25	oskill	Summon Spirit Wolf	5	8	block		15	15	oskill_hide	393	1	1																																																										0
Horns of Artemis	439	Valkyrie Armaments	uhm	E-Spired Helm	1	85	80	lgry							5	5000	2	ac		175	175	ease		-30	-30	str/lvl	4			res-pois		30	50	openwounds		20	20	res-pois-len		33	33													mag%		50	50					regen-mana		30	30					abs-mag%		5	5					move3		20	20														0
Fury Mantle	440	Valkyrie Armaments	ult	E-Hellforge Plate	1	85	85	lgry	lgry						5	5000	2	ac%		100	120	move3		30	30	ama		2	2	balance3		25	35	cast3		25	35	res-fire		30	40																					heal-kill		15	15					abs-fire%		5	5													aura	Concentration	15	15	ac%/lvl	10				0
Viperfang Coil	441	Valkyrie Armaments	uvc	E-Vampirefang Belt	1	85	90								5	5000	2	ac		100	150	all-stats		20	20	res-cold		20	30	dmg-to-mana		15	15	slow		15	15																	mana		100	100													abs-cold%		5	5													mana%		8	8						0
Predator's Grasp	442	Valkyrie Armaments	ulg	E-Bramble Mitts	1	85	75								5	5000	2	ac/lvl	8			swing1		30	30	att/lvl	4			ignore-ac		1	1	dmg-norm		20	40																	mag%		50	50																					mana-kill		5	5														0
Valkyrie's Step	443	Valkyrie Armaments	utb	E-Mirrored Boots	1	85	90								5	5000	2	ac%		125	125	dex/lvl	4			move3		40	40	pierce		25	35	res-ltng		40	50																	hp		50	50													abs-ltng%		5	5													hp%		5	5						0
Mark of the Huntress	444	Valkyrie Armaments	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	deadly/lvl	2			lifesteal		6	8	manasteal		4	6																													allskills		1	1																						0
Viper's Band	445	Viperstorm's Arsenal	rin	Ring	1	85	85								5	5000	2	regen		4	6	lifesteal		4	6	manasteal		2	4	pierce		15	20	swing1		15	15																	extra-pois		15	15	pierce-pois		25	25																																		0
Spark of Fury	446	Viperstorm's Arsenal	amu	Amulet	1	85	90								5	5000	2	move3		30	30	mana		80	100	att/lvl	3			red-dmg%		8	8	dmg-ltng		1	50																	extra-ltng		10	10	pierce-ltng		15	15																																		0
Gale Ward	447	Viperstorm's Arsenal	upk	E-Blade Barrier	1	85	90	lgry	lgry	invspku					5	5000	2	ac		100	100	dex/lvl	4			balance3		30	30	block3		15	20	skilltab	2	2	3													oskill_hide	393	1	1																	gethit-skill	Holy Shield	20	5	ac%		75	75																		0
Tempestfang	448	Viperstorm's Arsenal	amf	E-Matriarchal Javelin	1	85	95								5	5000	2	rep-quant	100			skilltab	2	2	3	ama		2	2	swing3		20	20	att%		20	30	dmg%		150	180	dmg-ltng/lvl	4			hit-skill	Venom	10	10	oskill_hide	393	1	1	swing3		10	10													hit-skill	Death Sentry	15	33																						0
Warcaller's Band	449	Wrath of Aegeria	rin	Ring	1	85	85								5	5000	2	regen		8	12	manasteal		4	4	hp		50	50	healperhit		8	8	dmg-ltng		1	35																																																										0
Valkyrie's Call	450	Wrath of Aegeria	amu	Amulet	1	85	90								5	5000	2	vit		25	30	swing3		25	25	ac		300	400	crush/lvl	2																																																																0
Bloodlance	451	Wrath of Aegeria	amd	E-Matriarchal Spear	1	85	95	dgry	dgry	invtriu					5	5000	2	str/lvl	4			swing3		50	50	skilltab	2	3	5	res-fire		30	30	lifesteal		10	15	att		100	150	dmg%		400	420	dmg-ltng/lvl	8			oskill_hide	393	1	1	swing3		10	10					hit-skill	Twister	8	40																														0
Archer's Focus	452	Silent Gale	rin	Ring	1	85	85								5	5000	2	mana/lvl	12			regen-mana		20	30	cast3		15	15	res-all		15	25																					extra-fire		10	10	pierce-fire		10	10																																		0
Eye of the Falcon	453	Silent Gale	amu	Amulet	1	85	90								5	5000	2	regen		8	8	pierce		33	33	healperhit		15	15	att%		30	30	dmg%		200	250																	extra-cold		10	10	pierce-cold		10	10																																		0
Hunter's Vow	454	Silent Gale	amc	E-Grand Matron Bow	1	85	95	lgry	lgry	invswbu					5	5000	2	ease		20	20	swing3		50	50	skilltab	0	4	6	knock		3	3	att		300	350	dmg%/lvl	24			dmg-norm		80	140	dmg-elem	50	80	150	oskill_hide	393	1	1	swing3		10	10					hit-skill	Mind Blast	10	1																														0
Midnight Diadem	455	Shadow Garb	ci3	E-Diadem	1	85	90	blac	blac	invci0					5	5000	2	all-stats		20	20	res-fire		20	30	res-ltng		20	30	cast3		20	20	noheal		1	1	charge-noconsume		30	30													regen-mana		30	30													abs-fire%		5	5	abs-ltng%		5	5									charge-noconsume		30	30						0
Assassin's Plate	456	Shadow Garb	uul	E-Shadow Plate	1	85	85			invaaru					5	5000	2	ac%		120	150	ease		-30	-30	str/lvl	4			ass		2	2	balance3		10	20	charge-noconsume		40	40																													heal-kill		15	15													aura	Redemption	12	12	ac%/lvl	8				0
Obsidian Girdle	457	Shadow Garb	umc	E-Mithril Coil	1	85	80								5	5000	2	ac		80	120	move3		30	30	swing1		15	25	red-dmg%		8	12	lifesteal		6	6	manasteal		6	6													mag%		50	50					hp/lvl	8															hp%		5	5														0
Phantom Touch	458	Shadow Garb	uvg	E-Vampirebone Gloves	1	85	75	blac	blac						5	5000	2	ac/lvl	8			res-cold		10	20	res-pois		10	20	regen		6	6	openwounds		25	25	pierce		25	25													mag%		50	50													abs-cold%		5	5	abs-mag%		5	5																		0
Ghostwalkers	459	Shadow Garb	uhb	E-Myrmidon Greaves	1	85	95	blac	blac	invtbt					5	5000	2	ac		200	200	move3		40	40	dmg-to-mana		10	10	swing1		20	20	att/lvl	8			kick/lvl	6															mana		50	50																					mana%		5	5														0
Shadow's Seal	460	Shadow Garb	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	cast3		15	15	mana		50	50	res-pois-len		75	75																					mana-kill		3	3					allskills		1	1																						0
Runic Oval	461	Fangs of the Elements	rin	Ring	1	85	85								5	5000	2	vit		15	20	lifesteal		4	6	extra-ltng		15	15	pierce-ltng		15	15	dmg		15	15																																																										0
Seal of the Shadows	462	Fangs of the Elements	amu	Amulet	1	85	90								5	5000	2	ignore-ac		1	1	noheal		1	1	extra-fire		10	10	pierce-fire		10	10																																																														0
Thunder's Strike	463	Fangs of the Elements	7tw	E-Runic Talons	1	85	95	dgld	dgld						5	5000	2	charge-noconsume		40	40	swing3		15	15	skilltab	20	3	4	res-mag		40	50	dmg%		270	300													oskill_hide	393	1	1	skill	Claws of Thunder	6	6					skill	Shadow Master	6	6					gethit-skill	Frost Nova	15	18																						0
Phoenix's Strike	464	Fangs of the Elements	7tw	E-Runic Talons	1	85	95	lpur	lpur						5	5000	2	charge-noconsume		40	40	swing3		15	15	skilltab	20	3	4	res-all		15	25	dmg%		270	300													oskill_hide	393	1	1	skill	Blades of Ice	6	6					skill	Royal Strike	6	6					hit-skill	Static Field	8	32																						0
Band of Tricks	465	Weaver of Snares	rin	Ring	1	85	85								5	5000	2	dex		15	20	balance3		15	15	res-fire		20	30	res-cold		20	30																																																														0
Mastermind's Lure	466	Weaver of Snares	amu	Amulet	1	85	90								5	5000	2	mana		80	100	regen		4	4	regen-mana		20	20	res-ltng		20	30																																																														0
Trapmaster's Edge	467	Weaver of Snares	7cs	E-Battle Cestus	1	85	95	blac	blac	invaxfu					5	5000	2	move3		20	20	skilltab	18	2	3	ass		2	2	extra-ltng		15	15	pierce-ltng		15	15													oskill_hide	393	1	1	skill	Lightning Sentry	6	6					skill	Shadow Master	6	6					gethit-skill	Slow Missiles	10	10																						0
Web of Snares	468	Weaver of Snares	7cs	E-Battle Cestus	1	85	95	bwht	bwht	invaxfu					5	5000	2	str/lvl	4			swing3		40	40	skilltab	18	2	3	ass		2	2	extra-fire		15	15	pierce-fire		15	15									oskill_hide	393	1	1	skill	Wake of Fire Sentry	6	6					skill	Death Sentry	6	6					gethit-skill	Shout	10	11																						0
Band of Endless Cuts	469	Relentless Blades	rin	Ring	1	85	85								5	5000	2	deadly		20	25	healperhit		8	8	hp%		5	5	ignore-ac		1	1	dmg%		50	50																																																										0
Chain of Unyielding Edge	470	Relentless Blades	amu	Amulet	1	85	90								5	5000	2	red-dmg%		8	10	swing3		20	20	lifesteal		6	8	dmg%		200	250																																																														0
