description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
SOCKET PUNCH 1 - Helmet Normal Quality	1				100					2	helm,nor	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Helmet High Quality	1				100					2	helm,hiq	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Helmet Magic	1				100					2	helm,mag	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Helmet Rare	1				100					2	helm,rar	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Helmet Set	1				100					2	helm,set	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Helmet Unique	1				100					2	helm,uni	jew,uni						useitem				sock			1	1																																																																															0
SOCKET PUNCH 2 - Helmet Low Quality	1				100					3	helm,low	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet Normal Quality	1				100					3	helm,nor	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet High Quality	1				100					3	helm,hiq	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet Magic	1				100					3	helm,mag	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet Rare	1				100					3	helm,rar	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet Set	1				100					3	helm,set	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Helmet Unique	1				100					3	helm,uni	jew,uni,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 3 - Helmet Low Quality	1				100					4	helm,low	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet Normal Quality	1				100					4	helm,nor	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet High Quality	1				100					4	helm,hiq	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet Magic	1				100					4	helm,mag	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet Rare	1				100					4	helm,rar	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet Set	1				100					4	helm,set	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Helmet Unique	1				100					4	helm,uni	jew,uni,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 4 - Helmet Low Quality	1				100					5	helm,low	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet Normal Quality	1				100					5	helm,nor	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet High Quality	1				100					5	helm,hiq	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet Magic	1				100					5	helm,mag	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet Rare	1				100					5	helm,rar	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet Set	1				100					5	helm,set	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Helmet Unique	1				100					5	helm,uni	jew,uni,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 1 - Body Armor Low Quality	1				100					2	tors,low	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor Normal Quality	1				100					2	tors,nor	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor High Quality	1				100					2	tors,hiq	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor Magic	1				100					2	tors,mag	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor Rare	1				100					2	tors,rar	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor Set	1				100					2	tors,set	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Body Armor Unique	1				100					2	tors,uni	jew,uni						useitem				sock			1	1																																																																															0
SOCKET PUNCH 2 - Body Armor Low Quality	1				100					3	tors,low	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor Normal Quality	1				100					3	tors,nor	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor High Quality	1				100					3	tors,hiq	jew,mag,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor Magic	1				100					3	tors,mag	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor Rare	1				100					3	tors,rar	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor Set	1				100					3	tors,set	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Body Armor Unique	1				100					3	tors,uni	jew,uni,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 3 - Body Armor Low Quality	1				100					4	tors,low	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor Normal Quality	1				100					4	tors,nor	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor High Quality	1				100					4	tors,hiq	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor Magic	1				100					4	tors,mag	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor Rare	1				100					4	tors,rar	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor Set	1				100					4	tors,set	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Body Armor Unique	1				100					4	tors,uni	jew,uni,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 4 - Body Armor Low Quality	1				100					5	tors,low	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor Normal Quality	1				100					5	tors,nor	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor High Quality	1				100					5	tors,hiq	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor Magic	1				100					5	tors,mag	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor Rare	1				100					5	tors,rar	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor Set	1				100					5	tors,set	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Body Armor Unique	1				100					5	tors,uni	jew,uni,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 5 - Body Armor Low Quality	1				100					6	tors,low	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor Normal Quality	1				100					6	tors,nor	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor High Quality	1				100					6	tors,hiq	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor Magic	1				100					6	tors,mag	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor Rare	1				100					6	tors,rar	jew,rar,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor set	1				100					6	tors,set	jew,rar,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Body Armor Unique	1				100					6	tors,uni	jew,rar,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 6 - Body Armor Low Quality	1				100					7	tors,low	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor Normal Quality	1				100					7	tors,nor	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor High Quality	1				100					7	tors,hiq	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor Magic	1				100					7	tors,mag	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor Rare	1				100					7	tors,rar	jew,rar,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor Set	1				100					7	tors,set	jew,rar,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Body Armor Unique	1				100					7	tors,uni	jew,rar,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 1 - Shield low Quality	1				100					2	shld,low	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield Normal Quality	1				100					2	shld,nor	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield High Quality	1				100					2	shld,hiq	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield Magic	1				100					2	shld,mag	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield Rare	1				100					2	shld,rar	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield Set	1				100					2	shld,set	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Shield Unique	1				100					2	shld,uni	jew,uni						useitem				sock			1	1																																																																															0
SOCKET PUNCH 2 - Shield Low Quality	1				100					3	shld,low	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield Normal Quality	1				100					3	shld,nor	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield High Quality	1				100					3	shld,hiq	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield Magic	1				100					3	shld,mag	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield Rare	1				100					3	shld,rar	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield Set	1				100					3	shld,set	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Shield Unique	1				100					3	shld,uni	jew,uni,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 3 - Shield low Quality	1				100					4	shld,low	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield Normal Quality	1				100					4	shld,nor	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield high Quality	1				100					4	shld,hiq	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield Magic	1				100					4	shld,mag	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield Rare	1				100					4	shld,rar	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield Set	1				100					4	shld,set	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Shield Unique	1				100					4	shld,uni	jew,uni,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 4 - Shield Low Quality	1				100					5	shld,low	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield Normal Quality	1				100					5	shld,nor	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield High Quality	1				100					5	shld,hiq	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield Magic	1				100					5	shld,mag	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield Rare	1				100					5	shld,rar	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield Set	1				100					5	shld,set	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Shield Unique	1				100					5	shld,uni	jew,uni,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 1 - Weapon Low Quality	1				100					2	weap,low	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon Normal Quality	1				100					2	weap,nor	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon High Quality	1				100					2	weap,hiq	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon Magic	1				100					2	weap,mag	jew,mag						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon Rare	1				100					2	weap,rar	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon Set	1				100					2	weap,set	jew,rar						useitem				sock			1	1																																																																															0
SOCKET PUNCH 1 - Weapon Unique	1				100					2	weap,uni	jew,uni						useitem				sock			1	1																																																																															0
SOCKET PUNCH 2 - Weapon Low Quality	1				100					3	weap,low	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon Normal Quality	1				100					3	weap,nor	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon High Quality	1				100					3	weap,hiq	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon Magic	1				100					3	weap,mag	jew,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon Rare	1				100					3	weap,rar	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon Set	1				100					3	weap,set	jew,rar,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 2 - Weapon Unique	1				100					3	weap,uni	jew,uni,qty=2						useitem				sock			2	2																																																																															0
SOCKET PUNCH 3 - Weapon Low Quality	1				100					4	weap,low	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon Normal Low Quality	1				100					4	weap,nor	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon High Quality	1				100					4	weap,hiq	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon Magic	1				100					4	weap,mag	jew,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon Rare	1				100					4	weap,rar	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon Set	1				100					4	weap,set	jew,rar,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 3 - Weapon Unique	1				100					4	weap,uni	jew,uni,qty=3						useitem				sock			3	3																																																																															0
SOCKET PUNCH 4 - Weapon Low Quality	1				100					5	weap,low	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon Normal Quality	1				100					5	weap,nor	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon High Quality	1				100					5	weap,hiq	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon Magic	1				100					5	weap,mag	jew,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon Rare	1				100					5	weap,rar	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon Set	1				100					5	weap,set	jew,rar,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 4 - Weapon Unique	1				100					5	weap,uni	jew,uni,qty=4						useitem				sock			4	4																																																																															0
SOCKET PUNCH 5 - Weapon Low Quality	1				100					6	weap,low	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon Normal Quality	1				100					6	weap,nor	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon High Quality	1				100					6	weap,hiq	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon Magic	1				100					6	weap,mag	jew,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon Rare	1				100					6	weap,rar	jew,rar,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon Set	1				100					6	weap,set	jew,rar,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 5 - Weapon Unique	1				100					6	weap,uni	jew,uni,qty=5						useitem				sock			5	5																																																																															0
SOCKET PUNCH 6 - Weapon Low Quality	1				100					7	weap,low	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon Normal Quality	1				100					7	weap,nor	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon High Quality	1				100					7	weap,hiq	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon Magic	1				100					7	weap,mag	jew,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon Rare	1				100					7	weap,rar	jew,rar,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon Set	1				100					7	weap,set	jew,rar,qty=6						useitem				sock			6	6																																																																															0
SOCKET PUNCH 6 - Weapon Unique	1				100					7	weap,uni	jew,uni,qty=6						useitem				sock			6	6																																																																															0
STACK - Stack of 2 Misc (any) = Stack -1 & Single Misc	1				0	18	70	2		1	misc							usetype,qty=1																													usetype,qty=1																																																										0
STACK - Stack of 3 Misc (any) = Stack -1 & Single Misc	1				0	18	70	3		1	misc							usetype,qty=2																													usetype,qty=1																																																										0
STACK - Stack of 4 Misc (any) = Stack -1 & Single Misc	1				0	18	70	4		1	misc							usetype,qty=3																													usetype,qty=1																																																										0
STACK - Stack of 5 Misc (any) = Stack -1 & Single Misc	1				0	18	70	5		1	misc							usetype,qty=4																													usetype,qty=1																																																										0
STACK - Stack of 6 Misc (any) = Stack -1 & Single Misc	1				0	18	70	6		1	misc							usetype,qty=5																													usetype,qty=1																																																										0
STACK - Stack of 7 Misc (any) = Stack -1 & Single Misc	1				0	18	70	7		1	misc							usetype,qty=6																													usetype,qty=1																																																										0
STACK - Stack of 8 Misc (any) = Stack -1 & Single Misc	1				0	18	70	8		1	misc							usetype,qty=7																													usetype,qty=1																																																										0
STACK - Stack of 9 Misc (any) = Stack -1 & Single Misc	1				0	18	70	9		1	misc							usetype,qty=8																													usetype,qty=1																																																										0
STACK - Stack of 10 Misc (any) = Stack -1 & Single Misc	1				0	18	70	10		1	misc							usetype,qty=9																													usetype,qty=1																																																										0
STACK - Stack of 11 Misc (any) = Stack -1 & Single Misc	1				0	18	70	11		1	misc							usetype,qty=10																													usetype,qty=1																																																										0
STACK - Stack of 12 Misc (any) = Stack -1 & Single Misc	1				0	18	70	12		1	misc							usetype,qty=11																													usetype,qty=1																																																										0
STACK - Stack of 13 Misc (any) = Stack -1 & Single Misc	1				0	18	70	13		1	misc							usetype,qty=12																													usetype,qty=1																																																										0
STACK - Stack of 14 Misc (any) = Stack -1 & Single Misc	1				0	18	70	14		1	misc							usetype,qty=13																													usetype,qty=1																																																										0
STACK - Stack of 15 Misc (any) = Stack -1 & Single Misc	1				0	18	70	15		1	misc							usetype,qty=14																													usetype,qty=1																																																										0
STACK - Stack of 16 Misc (any) = Stack -1 & Single Misc	1				0	18	70	16		1	misc							usetype,qty=15																													usetype,qty=1																																																										0
STACK - Stack of 17 Misc (any) = Stack -1 & Single Misc	1				0	18	70	17		1	misc							usetype,qty=16																													usetype,qty=1																																																										0
STACK - Stack of 18 Misc (any) = Stack -1 & Single Misc	1				0	18	70	18		1	misc							usetype,qty=17																													usetype,qty=1																																																										0
STACK - Stack of 19 Misc (any) = Stack -1 & Single Misc	1				0	18	70	19		1	misc							usetype,qty=18																													usetype,qty=1																																																										0
STACK - Stack of 20 Misc (any) = Stack -1 & Single Misc	1				0	18	70	20		1	misc							usetype,qty=19																													usetype,qty=1																																																										0
STACK - Stack of 21 Misc (any) = Stack -1 & Single Misc	1				0	18	70	21		1	misc							usetype,qty=20																													usetype,qty=1																																																										0
STACK - Stack of 22 Misc (any) = Stack -1 & Single Misc	1				0	18	70	22		1	misc							usetype,qty=21																													usetype,qty=1																																																										0
STACK - Stack of 23 Misc (any) = Stack -1 & Single Misc	1				0	18	70	23		1	misc							usetype,qty=22																													usetype,qty=1																																																										0
STACK - Stack of 24 Misc (any) = Stack -1 & Single Misc	1				0	18	70	24		1	misc							usetype,qty=23																													usetype,qty=1																																																										0
STACK - Stack of 25 Misc (any) = Stack -1 & Single Misc	1				0	18	70	25		1	misc							usetype,qty=24																													usetype,qty=1																																																										0
STACK - Stack of 26 Misc (any) = Stack -1 & Single Misc	1				0	18	70	26		1	misc							usetype,qty=25																													usetype,qty=1																																																										0
STACK - Stack of 27 Misc (any) = Stack -1 & Single Misc	1				0	18	70	27		1	misc							usetype,qty=26																													usetype,qty=1																																																										0
STACK - Stack of 28 Misc (any) = Stack -1 & Single Misc	1				0	18	70	28		1	misc							usetype,qty=27																													usetype,qty=1																																																										0
STACK - Stack of 29 Misc (any) = Stack -1 & Single Misc	1				0	18	70	29		1	misc							usetype,qty=28																													usetype,qty=1																																																										0
STACK - Stack of 30 Misc (any) = Stack -1 & Single Misc	1				0	18	70	30		1	misc							usetype,qty=29																													usetype,qty=1																																																										0
STACK - Stack of 31 Misc (any) = Stack -1 & Single Misc	1				0	18	70	31		1	misc							usetype,qty=30																													usetype,qty=1																																																										0
STACK - Stack of 32 Misc (any) = Stack -1 & Single Misc	1				0	18	70	32		1	misc							usetype,qty=31																													usetype,qty=1																																																										0
STACK - Stack of 33 Misc (any) = Stack -1 & Single Misc	1				0	18	70	33		1	misc							usetype,qty=32																													usetype,qty=1																																																										0
STACK - Stack of 34 Misc (any) = Stack -1 & Single Misc	1				0	18	70	34		1	misc							usetype,qty=33																													usetype,qty=1																																																										0
STACK - Stack of 35 Misc (any) = Stack -1 & Single Misc	1				0	18	70	35		1	misc							usetype,qty=34																													usetype,qty=1																																																										0
STACK - Stack of 36 Misc (any) = Stack -1 & Single Misc	1				0	18	70	36		1	misc							usetype,qty=35																													usetype,qty=1																																																										0
STACK - Stack of 37 Misc (any) = Stack -1 & Single Misc	1				0	18	70	37		1	misc							usetype,qty=36																													usetype,qty=1																																																										0
STACK - Stack of 38 Misc (any) = Stack -1 & Single Misc	1				0	18	70	38		1	misc							usetype,qty=37																													usetype,qty=1																																																										0
STACK - Stack of 39 Misc (any) = Stack -1 & Single Misc	1				0	18	70	39		1	misc							usetype,qty=38																													usetype,qty=1																																																										0
STACK - Stack of 40 Misc (any) = Stack -1 & Single Misc	1				0	18	70	40		1	misc							usetype,qty=39																													usetype,qty=1																																																										0
STACK - Stack of 41 Misc (any) = Stack -1 & Single Misc	1				0	18	70	41		1	misc							usetype,qty=40																													usetype,qty=1																																																										0
STACK - Stack of 42 Misc (any) = Stack -1 & Single Misc	1				0	18	70	42		1	misc							usetype,qty=41																													usetype,qty=1																																																										0
STACK - Stack of 43 Misc (any) = Stack -1 & Single Misc	1				0	18	70	43		1	misc							usetype,qty=42																													usetype,qty=1																																																										0
STACK - Stack of 44 Misc (any) = Stack -1 & Single Misc	1				0	18	70	44		1	misc							usetype,qty=43																													usetype,qty=1																																																										0
STACK - Stack of 45 Misc (any) = Stack -1 & Single Misc	1				0	18	70	45		1	misc							usetype,qty=44																													usetype,qty=1																																																										0
STACK - Stack of 46 Misc (any) = Stack -1 & Single Misc	1				0	18	70	46		1	misc							usetype,qty=45																													usetype,qty=1																																																										0
STACK - Stack of 47 Misc (any) = Stack -1 & Single Misc	1				0	18	70	47		1	misc							usetype,qty=46																													usetype,qty=1																																																										0
STACK - Stack of 48 Misc (any) = Stack -1 & Single Misc	1				0	18	70	48		1	misc							usetype,qty=47																													usetype,qty=1																																																										0
STACK - Stack of 49 Misc (any) = Stack -1 & Single Misc	1				0	18	70	49		1	misc							usetype,qty=48																													usetype,qty=1																																																										0
STACK - Stack of 50 Misc (any) = Stack -1 & Single Misc	1				0	18	70	50		1	misc							usetype,qty=49																													usetype,qty=1																																																										0
STACK - Stack of 51 Misc (any) = Stack -1 & Single Misc	1				0	18	70	51		1	misc							usetype,qty=50																													usetype,qty=1																																																										0
STACK - Stack of 52 Misc (any) = Stack -1 & Single Misc	1				0	18	70	52		1	misc							usetype,qty=51																													usetype,qty=1																																																										0
STACK - Stack of 53 Misc (any) = Stack -1 & Single Misc	1				0	18	70	53		1	misc							usetype,qty=52																													usetype,qty=1																																																										0
STACK - Stack of 54 Misc (any) = Stack -1 & Single Misc	1				0	18	70	54		1	misc							usetype,qty=53																													usetype,qty=1																																																										0
STACK - Stack of 55 Misc (any) = Stack -1 & Single Misc	1				0	18	70	55		1	misc							usetype,qty=54																													usetype,qty=1																																																										0
STACK - Stack of 56 Misc (any) = Stack -1 & Single Misc	1				0	18	70	56		1	misc							usetype,qty=55																													usetype,qty=1																																																										0
STACK - Stack of 57 Misc (any) = Stack -1 & Single Misc	1				0	18	70	57		1	misc							usetype,qty=56																													usetype,qty=1																																																										0
STACK - Stack of 58 Misc (any) = Stack -1 & Single Misc	1				0	18	70	58		1	misc							usetype,qty=57																													usetype,qty=1																																																										0
STACK - Stack of 59 Misc (any) = Stack -1 & Single Misc	1				0	18	70	59		1	misc							usetype,qty=58																													usetype,qty=1																																																										0
STACK - Stack of 60 Misc (any) = Stack -1 & Single Misc	1				0	18	70	60		1	misc							usetype,qty=59																													usetype,qty=1																																																										0
STACK - Stack of 61 Misc (any) = Stack -1 & Single Misc	1				0	18	70	61		1	misc							usetype,qty=60																													usetype,qty=1																																																										0
STACK - Stack of 62 Misc (any) = Stack -1 & Single Misc	1				0	18	70	62		1	misc							usetype,qty=61																													usetype,qty=1																																																										0
STACK - Stack of 63 Misc (any) = Stack -1 & Single Misc	1				0	18	70	63		1	misc							usetype,qty=62																													usetype,qty=1																																																										0
STACK - Stack of 64 Misc (any) = Stack -1 & Single Misc	1				0	18	70	64		1	misc							usetype,qty=63																													usetype,qty=1																																																										0
STACK - Stack of 65 Misc (any) = Stack -1 & Single Misc	1				0	18	70	65		1	misc							usetype,qty=64																													usetype,qty=1																																																										0
STACK - Stack of 66 Misc (any) = Stack -1 & Single Misc	1				0	18	70	66		1	misc							usetype,qty=65																													usetype,qty=1																																																										0
STACK - Stack of 67 Misc (any) = Stack -1 & Single Misc	1				0	18	70	67		1	misc							usetype,qty=66																													usetype,qty=1																																																										0
STACK - Stack of 68 Misc (any) = Stack -1 & Single Misc	1				0	18	70	68		1	misc							usetype,qty=67																													usetype,qty=1																																																										0
STACK - Stack of 69 Misc (any) = Stack -1 & Single Misc	1				0	18	70	69		1	misc							usetype,qty=68																													usetype,qty=1																																																										0
STACK - Stack of 70 Misc (any) = Stack -1 & Single Misc	1				0	18	70	70		1	misc							usetype,qty=69																													usetype,qty=1																																																										0
STACK - Stack of 71 Misc (any) = Stack -1 & Single Misc	1				0	18	70	71		1	misc							usetype,qty=70																													usetype,qty=1																																																										0
