Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Act 2 (H) LT Item	14	72	1	800	800	800	1024	10	Act 2 (H) Equip B	54	Act 2 (H) Good	8																							0
Act 3 (H) LT Item	14	77	1	800	800	800	1024	10	Act 3 (H) Equip B	54	Act 3 (H) Good	8																							0
Act 4 (H) LT Item	14	80	1	800	800	800	1024	10	Act 4 (H) Equip B	54	Act 4 (H) Good	8																							0
Act 5 (H) LT Item	14	85	1	800	800	800	1024	10	Act 5 (H) Equip C	54	Act 5 (H) Good	8																							0
Act 1 Unique A	15	0	-2					10	Act 1 Uitem A	1	Act 1 Cpot A	1																							0
Act 1 Unique B	15	5	-2					10	Act 1 Uitem B	1	Act 1 Cpot B	1																							0
Act 1 Unique C	15	9	-2					10	Act 1 Uitem C	1	Act 1 Cpot C	1																							0
Act 2 Unique A	15	12	-2					10	Act 2 Uitem A	1	Act 2 Cpot A	1																							0
Act 2 Unique B	15	15	-2					10	Act 2 Uitem B	1	Act 2 Cpot B	1																							0
Act 2 Unique C	15	18	-2					10	Act 2 Uitem C	1	Act 2 Cpot C	1																							0
Act 3 Unique A	15	20	-2					10	Act 3 Uitem A	1	Act 3 Cpot A	1																							0
Act 3 Unique B	15	22	-2					10	Act 3 Uitem B	1	Act 3 Cpot B	1																							0
Act 3 Unique C	15	24	-2					10	Act 3 Uitem C	1	Act 3 Cpot C	1																							0
Act 4 Unique A	15	26	-2					10	Act 4 Uitem A	1	Act 4 Cpot A	1																							0
Act 4 Unique B	15	29	-2					10	Act 4 Uitem B	1	Act 4 Cpot B	1																							0
Act 5 Unique A	15	32	-2					10	Act 5 Uitem A	1	Act 5 Cpot A	1																							0
Act 5 Unique B	15	34	-2					10	Act 5 Uitem B	1	Act 5 Cpot B	1																							0
Act 5 Unique C	15	36	-2					10	Act 5 Uitem C	1	Act 5 Cpot C	1																							0
Act 1 (N) Unique A	15	38	-2					10	Act 1 (N) Uitem A	1	Act 1 (N) Cpot A	1																							0
Act 1 (N) Unique B	15	40	-2					10	Act 1 (N) Uitem B	1	Act 1 (N) Cpot B	1																							0
Act 1 (N) Unique C	15	41	-2					10	Act 1 (N) Uitem C	1	Act 1 (N) Cpot C	1																							0
Act 2 (N) Unique A	15	42	-2					10	Act 2 (N) Uitem A	1	Act 2 (N) Cpot A	1																							0
Act 2 (N) Unique B	15	44	-2					10	Act 2 (N) Uitem B	1	Act 2 (N) Cpot B	1																							0
Act 2 (N) Unique C	15	45	-2					10	Act 2 (N) Uitem C	1	Act 2 (N) Cpot C	1																							0
Act 3 (N) Unique A	15	46	-2					10	Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	1																							0
Act 3 (N) Unique B	15	48	-2					10	Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	1																							0
Act 3 (N) Unique C	15	50	-2					10	Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	1																							0
Act 4 (N) Unique A	15	51	-2					10	Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	1																							0
Act 4 (N) Unique B	15	54	-2					10	Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	1																							0
Act 5 (N) Unique A	15	57	-2					10	Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	1																							0
Act 5 (N) Unique B	15	60	-2					10	Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	1																							0
Act 5 (N) Unique C	15	62	-2					10	Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	1																							0
Act 1 (H) Unique A	15	63	-3					10	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	1																							0
Act 1 (H) Unique B	15	66	-3					10	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	1																							0
Act 1 (H) Unique C	15	68	-3					10	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	1																							0
Act 2 (H) Unique A	15	69	-3					10	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	1																							0
Act 2 (H) Unique B	15	71	-3					10	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	1																							0
Act 2 (H) Unique C	15	72	-3					10	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	1																							0
Act 3 (H) Unique A	15	74	-3					10	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	1																							0
Act 3 (H) Unique B	15	75	-3					10	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	1																							0
Act 3 (H) Unique C	15	77	-3					10	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	1																							0
Act 4 (H) Unique A	15	78	-3					10	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	1																							0
Act 4 (H) Unique B	15	80	-3					10	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	1																							0
Act 5 (H) Unique A	15	81	-3					10	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	1																							0
Act 5 (H) Unique B	15	83	-3					10	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	1																							0
Act 5 (H) Unique C	15	85	-3					10	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	1																							0
Quill 1	16	0	1					80	Gold	9	Act 1 Junk	19																							0
Quill 2	16	4	1					80	Gold	9	Act 1 Junk	19																							0
Quill 3	16	8	1					80	Gold	9	Act 1 Junk	19	Act 1 Good	1																					0
Quill 4	16	12	1					80	Gold	9	Act 1 Junk	19	Act 1 Good	1																					0
Quill 5	16	20	1					80	Gold	9	Act 3 Junk	19	Act 3 Good	1																					0
Quill 1 (N)	16	32	1					80	Gold	9	Act 1 (N) Junk	19																							0
Quill 2 (N)	16	35	1					80	Gold	9	Act 1 (N) Junk	19	Act 1 (N) Good	1																					0
Quill 3 (N)	16	38	1					80	Gold	9	Act 1 (N) Junk	19	Act 1 (N) Good	1																					0
Quill 4 (N)	16	40	1					80	Gold	9	Act 1 (N) Junk	19	Act 1 (N) Good	1																					0
Quill 5 (N)	16	46	1					80	Gold	9	Act 3 (N) Junk	19	Act 3 (N) Good	1																					0
Quill 1 (H)	16	60	1					80	Gold	9	Act 1 (H) Junk	19																							0
Quill 2 (H)	16	62	1					80	Gold	9	Act 1 (H) Junk	19	Act 1 (H) Good	1																					0
Quill 3 (H)	16	65	1					80	Gold	9	Act 1 (H) Junk	19	Act 1 (H) Good	1																					0
Quill 4 (H)	16	68	1					80	Gold	9	Act 1 (H) Junk	19	Act 1 (H) Good	1																					0
Quill 5 (H)	16	85	1					80	Gold	9	Act 1 (H) Junk	19	Act 1 (H) Good	1																					0
Swarm 1	17	0	1					80	Potion 2	12	Misc 1	6	Act 2 Good	1	Act 2 Magic A	6																			0
Swarm 2	17	20	1					80	Potion 3	12	Misc 2	6	Act 3 Good	1	Act 3 Magic A	6																			0
Swarm 1 (N)	17	40	1					80	Potion 6	12	Misc 2	6	Act 2 (N) Good	1	Act 2 (N) Magic A	6																			0
Swarm 2 (N)	17	46	1					80	Potion 6	12	Misc 2	6	Act 3 (N) Good	1	Act 3 (N) Magic A	6																			0
Swarm 1 (H)	17	68	1					80	Potion 6	12	Misc 2	6	Act 2 (H) Good	1	Act 2 (H) Magic A	6																			0
Swarm 2 (H)	17	74	1					80	Potion 6	12	Misc 2	6	Act 3 (H) Good	1	Act 3 (H) Magic A	6																			0
Sunder Charms			1					1600	Cold Rupture	1	Flame Rift	1	Crack of the Heavens	1	Rotting Fissure	1	Bone Break	1	Black Cleft	1												2	2	1	0
Andarielq Item			7					5	Act 2 Equip A	19	Act 2 Good	3																							0
Andarielq Item Desecrated A			7					5	Act 2 Equip A	19	Act 2 Good	3																							0
Andarielq Item Desecrated B			7					5	Act 4 Equip B	19	Act 4 Good	3																							0
Andarielq Item Desecrated C			7					5	Act 3 (N) Equip A	19	Act 3 (N) Good	3																							0
Andarielq Item (N)			7					5	Act 2 (N) Equip A	19	Act 2 (N) Good	3																							0
Andarielq Item (N) Desecrated A			7					5	Act 2 (N) Equip A	19	Act 2 (N) Good	3																							0
Andarielq Item (N) Desecrated B			7					5	Act 4 (N) Equip B	19	Act 4 (N) Good	3																							0
Andarielq Item (N) Desecrated C			7					5	Act 3 (H) Equip A	19	Act 3 (H) Good	3																							0
Andarielq Item (H)			7					5	Act 2 (H) Equip A	19	Act 2 (H) Good	3																							0
Andarielq Item (H) Desecrated A			7					5	Act 3 (H) Equip B	19	Act 3 (H) Good	3																							0
Andarielq Item (H) Desecrated B			7					5	Act 3 (H) Equip C	19	Act 3 (H) Good	3																							0
Andarielq Item (H) Desecrated C			7					5	Act 4 (H) Equip A	19	Act 4 (H) Good	3																							0
Andarielq Item (H) Desecrated D			7					5	Act 4 (H) Equip B	19	Act 4 (H) Good	3																							0
Andarielq Item (H) Desecrated E			7					5	Act 4 (H) Equip C	19	Act 4 (H) Good	3																							0
Andarielq Item (H) Desecrated F			7					5	Act 5 (H) Equip A	19	Act 5 (H) Good	3																							0
Andarielq Item (H) Desecrated G			7					5	Act 5 (H) Equip B	19	Act 5 (H) Good	3																							0
Andarielq Item (H) Desecrated H			7					5	Act 5 (H) Equip C	19	Act 5 (H) Good	3																							0
Andarielq			-1	995	995	1024	1024	0	Andarielq Item	1																									0
Andarielq Desecrated A	20	13	-2	995	995	1024	1024	0	Corruption Orb	1	Andarielq Item Desecrated A	1																							0
Andarielq Desecrated B	20	32	-2	995	995	1024	1024	0	Corruption Orb	1	Andarielq Item Desecrated B	1																							0
Andarielq Desecrated C	20	48	-2	995	995	1024	1024	0	Corruption Orb	1	Andarielq Item Desecrated C	1																							0
Andarielq (N)			-2	995	995	1024	1024	0	Socket Orb	1	Andarielq Item (N)	1																							0
Andarielq (N) Desecrated A	20	43	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (N) Desecrated A	1																			0
Andarielq (N) Desecrated B	20	57	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (N) Desecrated B	1																			0
Andarielq (N) Desecrated C	20	73	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (N) Desecrated C	1																			0
Andarielq (H)			-2	995	995	1024	1024	0	Socket Orb	1	Andarielq Item (H)	1																							0
Andarielq (H) Desecrated A	20	84	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated A	1																			0
Andarielq (H) Desecrated B	20	86	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated B	1																			0
Andarielq (H) Desecrated C	20	88	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated C	1																			0
Andarielq (H) Desecrated D	20	93	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated D	1																			0
Andarielq (H) Desecrated E	20	96	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated E	1																			0
Andarielq (H) Desecrated F	20	90	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated F	1																			0
Andarielq (H) Desecrated G	20	93	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated G	1																			0
Andarielq (H) Desecrated H	20	96	-4	995	995	1024	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Andarielq Item (H) Desecrated H	1																			0
Radament Item			5					5	Gold 1.5x	5	Act 3 Equip B	19	Act 3 Junk	15	Act 3 Good	3																			0
Radament Item Desecrated A			5					5	Gold 1.5x	11	Act 3 Equip B	19	Act 3 Junk	15	Act 3 Good	3																			0
Radament Item Desecrated B			5					5	Gold 1.5x	11	Act 4 Equip B	19	Act 4 Junk	15	Act 4 Good	3																			0
Radament Item Desecrated C			5					5	Gold 1.5x	11	Act 3 (N) Equip A	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Radament Item (N)			5					5	Gold 2x	5	Act 3 (N) Equip B	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Radament Item (N) Desecrated A			5					5	Gold 1.5x	11	Act 3 (N) Equip C	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																			0
Radament Item (N) Desecrated B			5					5	Gold 1.5x	11	Act 5 (N) Equip A	19	Act 5 (N) Junk	15	Act 5 (N) Good	3																			0
Radament Item (N) Desecrated C			5					5	Gold 1.5x	11	Act 3 (H) Equip A	19	Act 3 (H) Junk	15	Act 3 (H) Good	3																			0
Radament Item (H)			5					5	Gold 2.5x	5	Act 3 (H) Equip C	19	Act 3 (H) Junk	10	Act 3 (H) Good	3																			0
Radament Item (H) Desecrated A			5					5	Gold 2x	11	Act 4 (H) Equip B	19	Act 4 (H) Junk	15	Act 4 (H) Good	3																			0
Radament Item (H) Desecrated B			5					5	Gold 2x	11	Act 5 (H) Equip A	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Radament Item (H) Desecrated C			5					5	Gold 2x	11	Act 5 (H) Equip B	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Radament Item (H) Desecrated D			5					5	Gold 2x	11	Act 5 (H) Equip C	19	Act 5 (H) Junk	15	Act 5 (H) Good	3																			0
Radament			-1	900	900	900	1024	0	Radament Item	1																									0
Radament Desecrated A	21	19	-2	900	900	900	1024	0	Corruption Orb	1	Radament Item Desecrated A	1																							0
Radament Desecrated B	21	33	-2	900	900	900	1024	0	Corruption Orb	1	Radament Item Desecrated B	1																							0
Radament Desecrated C	21	48	-2	900	900	900	1024	0	Corruption Orb	1	Radament Item Desecrated C	1																							0
Radament (N)			-1	900	900	900	1024	0	Radament Item (N)	1																									0
Radament (N) Desecrated A	21	52	-3	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Radament Item (N) Desecrated A	1																					0
Radament (N) Desecrated B	21	62	-3	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Radament Item (N) Desecrated B	1																					0
Radament (N) Desecrated C	21	73	-3	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Radament Item (N) Desecrated C	1																					0
Radament (H)			-1	900	900	900	1024	0	Radament Item (H)	1																									0
Radament (H) Desecrated A	21	86	-4	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Radament Item (H) Desecrated A	1																			0
Radament (H) Desecrated B	21	90	-4	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Radament Item (H) Desecrated B	1																			0
Radament (H) Desecrated C	21	93	-4	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Radament Item (H) Desecrated C	1																			0
Radament (H) Desecrated D	21	96	-4	900	900	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Radament Item (H) Desecrated D	1																			0
Bloodwitch Rune			2					2	Runes 2	30	Runes 3	15	Runes 4	15																					0
Bloodwitch Rune (N)			2					2	Runes 7	15	Runes 8	15	Runes 9	15																					0
Bloodwitch Rune (H)			2					2	Runes 10	15	Runes 11	15	Runes 12	15																					0
Bloodwitch Rune Desecrated			2					2	Runes 3	30	Runes 4	15	Runes 5	15																					0
Bloodwitch Rune (N) Desecrated			2					2	Runes 8	15	Runes 9	15	Runes 10	15																					0
Bloodwitch Rune (H) Desecrated			2					2	Runes 11	15	Runes 12	15	Runes 13	15																					0
Bloodwitch Item			5					10	Gold 1.5x	7	Act 2 Equip A	19	Act 2 Junk	5	Act 2 Good	3																			0
Bloodwitch Item Desecrated A			5					10	Gold 1.5x	14	Act 2 Equip A	19	Act 2 Junk	5	Act 2 Good	3																			0
Bloodwitch Item Desecrated B			5					10	Gold 1.5x	14	Act 2 Equip C	19	Act 2 Junk	5	Act 2 Good	3																			0
Bloodwitch Item Desecrated C			5					10	Gold 1.5x	14	Act 3 (N) Equip C	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Bloodwitch Item (N)			5					10	Gold 2x	7	Act 2 (N) Equip A	19	Act 2 (N) Junk	5	Act 2 (N) Good	3																			0
Bloodwitch Item (N) Desecrated A			5					10	Gold 1.5x	14	Act 2 (N) Equip A	19	Act 2 (N) Junk	5	Act 2 (N) Good	3																			0
Bloodwitch Item (N) Desecrated B			5					10	Gold 1.5x	14	Act 2 (N) Equip C	19	Act 2 (N) Junk	5	Act 2 (N) Good	3																			0
Bloodwitch Item (N) Desecrated C			5					10	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Bloodwitch Item (H)			5					10	Gold 2.5x	7	Act 2 (H) Equip A	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated A			5					10	Gold 2x	14	Act 2 (H) Equip A	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated B			5					10	Gold 2x	14	Act 2 (H) Equip B	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated C			5					10	Gold 2x	14	Act 2 (H) Equip C	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated D			5					10	Gold 2x	14	Act 2 (H) Equip C	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated E			5					10	Gold 2x	14	Act 2 (H) Equip C	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch Item (H) Desecrated F			5					10	Gold 2x	14	Act 2 (H) Equip C	19	Act 2 (H) Junk	5	Act 2 (H) Good	3																			0
Bloodwitch			-2	800	800	900	1024	0	Bloodwitch Item	1	Bloodwitch Rune	1																							0
Bloodwitch Desecrated A	27	28	-3	800	800	900	1024	0	Corruption Orb	1	Bloodwitch Item Desecrated A	1	Bloodwitch Rune	1																					0
Bloodwitch Desecrated B	27	38	-3	800	800	900	1024	0	Corruption Orb	1	Bloodwitch Item Desecrated B	1	Bloodwitch Rune	1																					0
Bloodwitch Desecrated C	27	48	-3	800	800	900	1024	0	Corruption Orb	1	Bloodwitch Item Desecrated C	1	Bloodwitch Rune	1																					0
Bloodwitch (N)			-2	800	800	900	1024	0	Bloodwitch Item (N)	1	Bloodwitch Rune (N)	1																							0
Bloodwitch (N) Desecrated A	27	60	-4	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Bloodwitch Item (N) Desecrated A	1	Bloodwitch Rune (N) Desecrated	1																			0
Bloodwitch (N) Desecrated B	27	66	-4	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Bloodwitch Item (N) Desecrated B	1	Bloodwitch Rune (N) Desecrated	1																			0
Bloodwitch (N) Desecrated C	27	73	-4	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Bloodwitch Item (N) Desecrated C	1	Bloodwitch Rune (N) Desecrated	1																			0
Bloodwitch (H)			-2	800	800	900	1024	0	Bloodwitch Item (H)	1	Bloodwitch Rune (H)	1																							0
Bloodwitch (H) Desecrated A	27	88	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated D	1	Bloodwitch Rune (H) Desecrated	1																	0
Bloodwitch (H) Desecrated B	27	93	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated E	1	Bloodwitch Rune (H) Desecrated	1																	0
Bloodwitch (H) Desecrated C	27	96	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated F	1	Bloodwitch Rune (H) Desecrated	1																	0
Bloodwitch (H) Desecrated D	27	90	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated D	1	Bloodwitch Rune (H) Desecrated	1																	0
Bloodwitch (H) Desecrated E	27	93	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated E	1	Bloodwitch Rune (H) Desecrated	1																	0
Bloodwitch (H) Desecrated F	27	96	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Bloodwitch Item (H) Desecrated F	1	Bloodwitch Rune (H) Desecrated	1																	0
Flying Scimitar			1					60	Act 2 Good	3	scm	57																							0
Flying Scimitar (N)			1					60	Act 2 (N) Good	3	scm	25	9sm	32																					0
Flying Scimitar (H)			1					60	Act 2 (H) Good	3	scm	7	9sm	18	7sm	32																			0
Battlemaiden Rune			1					2	Runes 2	30	Runes 3	15	Runes 4	15																					0
Battlemaiden Rune (N)			1					2	Runes 7	15	Runes 8	15	Runes 9	15																					0
Battlemaiden Rune (H)			1					2	Runes 10	15	Runes 11	15	Runes 12	15																					0
Battlemaiden Rune Desecrated			1					2	Runes 3	30	Runes 4	15	Runes 5	15																					0
Battlemaiden Rune (N) Desecrated			1					2	Runes 8	15	Runes 9	15	Runes 10	15																					0
Battlemaiden Rune (H) Desecrated			1					2	Runes 11	15	Runes 12	15	Runes 13	15																					0
Battlemaiden Item			5					10	Gold 1.5x	7	Act 3 Equip A	19	Act 3 Junk	5	Act 3 Good	3																			0
Battlemaiden Item Desecrated A			5					10	Gold 1.5x	14	Act 3 Equip A	19	Act 3 Junk	5	Act 3 Good	3																			0
Battlemaiden Item Desecrated B			5					10	Gold 1.5x	14	Act 3 Equip C	19	Act 3 Junk	5	Act 3 Good	3																			0
Battlemaiden Item Desecrated C			5					10	Gold 1.5x	14	Act 3 (N) Equip C	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Battlemaiden Item (N)			5					10	Gold 2x	7	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Battlemaiden Item (N) Desecrated A			5					10	Gold 1.5x	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Battlemaiden Item (N) Desecrated B			5					10	Gold 1.5x	14	Act 3 (N) Equip C	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Battlemaiden Item (N) Desecrated C			5					10	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H)			5					10	Gold 2.5x	7	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated A			5					10	Gold 2x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated B			5					10	Gold 2x	14	Act 3 (H) Equip B	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated C			5					10	Gold 2x	14	Act 3 (H) Equip C	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated D			5					10	Gold 2x	14	Act 3 (H) Equip C	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated E			5					10	Gold 2x	14	Act 3 (H) Equip C	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden Item (H) Desecrated F			5					10	Gold 2x	14	Act 3 (H) Equip C	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Battlemaiden			-2	800	800	900	1024	0	Battlemaiden Item	1	Battlemaiden Rune	1																							0
Battlemaiden Desecrated A	27	28	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item Desecrated A	1	Battlemaiden Rune	1																					0
Battlemaiden Desecrated B	27	38	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item Desecrated B	1	Battlemaiden Rune	1																					0
Battlemaiden Desecrated C	27	48	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item Desecrated C	1	Battlemaiden Rune	1																					0
Battlemaiden (N)			-2	800	800	900	1024	0	Battlemaiden Item (N)	1	Battlemaiden Rune (N)	1																							0
Battlemaiden (N) Desecrated A	27	60	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item (N) Desecrated A	1	Battlemaiden Rune (N) Desecrated	1																					0
Battlemaiden (N) Desecrated B	27	66	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item (N) Desecrated B	1	Battlemaiden Rune (N) Desecrated	1																					0
Battlemaiden (N) Desecrated C	27	73	-3	800	800	900	1024	0	Corruption Orb	1	Battlemaiden Item (N) Desecrated C	1	Battlemaiden Rune (N) Desecrated	1																					0
Battlemaiden (H)			-2	800	800	900	1024	0	Battlemaiden Item (H)	1	Battlemaiden Rune (H)	1																							0
Battlemaiden (H) Desecrated A	27	88	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated D	1	Battlemaiden Rune (H) Desecrated	1																	0
Battlemaiden (H) Desecrated B	27	93	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated E	1	Battlemaiden Rune (H) Desecrated	1																	0
Battlemaiden (H) Desecrated C	27	96	-5	800	800	900	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated F	1	Battlemaiden Rune (H) Desecrated	1																	0
Battlemaiden (H) Desecrated D	27	90	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated D	1	Battlemaiden Rune (H) Desecrated	1																	0
Battlemaiden (H) Desecrated E	27	93	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated E	1	Battlemaiden Rune (H) Desecrated	1																	0
Battlemaiden (H) Desecrated F	27	96	-5	883	883	983	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Battlemaiden Item (H) Desecrated F	1	Battlemaiden Rune (H) Desecrated	1																	0
Mephisto Item			7					5	Gold 1.5x	2	Act 4 Equip A	52	Act 4 Junk	5	Act 4 Good	3																			0
Mephisto Item Desecrated A	22	26	7					5	Gold 1.5x	5	Act 4 Equip A	52	Act 4 Junk	5	Act 4 Good	3																			0
Mephisto Item Desecrated B	22	38	7					5	Gold 1.5x	5	Act 5 Equip C	52	Act 5 Junk	5	Act 5 Good	3																			0
Mephisto Item Desecrated C	22	48	7					5	Gold 1.5x	5	Act 3 (N) Equip A	52	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Mephisto Item (N)			7					5	Gold 2x	2	Act 4 (N) Equip A	52	Act 4 (N) Junk	5	Act 4 (N) Good	3																			0
Mephisto Item (N) Desecrated A	22	59	7					5	Gold 1.5x	5	Act 4 (N) Equip B	52	Act 4 (N) Junk	5	Act 4 (N) Good	3																			0
Mephisto Item (N) Desecrated B	22	66	7					5	Gold 1.5x	5	Act 5 (N) Equip C	52	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Mephisto Item (N) Desecrated C	22	73	7					5	Gold 1.5x	5	Act 3 (H) Equip A	52	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Mephisto Item (H)			7					5	Gold 2x	2	Act 4 (H) Equip A	52	Act 4 (H) Junk	5	Act 4 (H) Good	3																			0
Mephisto Item (H) Desecrated A			7					5	Gold 2x	5	Act 4 (H) Equip B	52	Act 4 (H) Junk	5	Act 4 (H) Good	3																			0
